2001
1013847.0 5432255.0 46 0 0 Holstenstr. 12, 24103 Kiel
1008396.0 5431687.0 46 8 8 Julienluster Weg 31, 24109 Kiel
1011903.0 5440319.0 46 17 17 Rehwinkel 20, 24161 Altenholz
1013285.0 5438189.0 46 14 14 Breslauer Str. 14, 24161 Altenholz
1010988.0 5427773.0 46 10 10 Wendenweg 22, 24145 Kiel
1015529.0 5440494.0 46 16 16 Uhlenhorster Weg 1, 24159 Kiel
1009994.0 5439627.0 46 16 16 Gut Friedrichshof 3, 24161 Altenholz
1021288.0 5431986.0 46 14 14 Kiebitzbek 45, 24149 Kiel
1012884.0 5438486.0 46 13 13 Posener Str. 27, 24161 Altenholz
1014757.0 5434372.0 46 6 6 Niemannsweg 147, 24105 Kiel
1017117.0 5427225.0 46 11 11 Zum Forst 3, 24145 Kiel
1002944.0 5431572.0 46 9 9 Dorfstr. 40, 24109 Melsdorf
1006157.0 5435392.0 46 12 12 Schwartenbeker Weg 63, 24107 Kiel
1013937.0 5435931.0 46 8 8 Swinemünder Str. 7, 24106 Kiel
1021067.0 5432403.0 46 13 13 Oppendorfer Weg 26, 24149 Kiel
1013465.0 5428793.0 46 6 6 Barkauer Str. 8, 24145 Kiel
1012968.0 5432468.0 46 1 1 Muhliusstr. 78, 24103 Kiel
1018297.0 5428910.0 46 10 10 Kiefkamp 2, 24146 Kiel
1014436.0 5432487.0 46 1 1 Wall 74, 24103 Kiel
1015150.0 5425676.0 46 10 10 Hexentellerweg 32, 24145 Kiel
1010194.0 5430353.0 46 6 6 Rendsburger Landstr. 122, 24113 Kiel
1013659.0 5435966.0 46 10 10 Arkonastr. 8, 24106 Kiel
1018517.0 5429104.0 46 10 10 Reichenberger Allee 27, 24146 Kiel
1008530.0 5433170.0 46 7 7 Kopperpahler Allee 2, 24119 Kronshagen
1005408.0 5433203.0 46 12 12 Hammerfestweg 33, 24109 Kiel
1007585.0 5432872.0 46 8 8 Hofbrook 36, 24119 Kronshagen
1006523.0 5427717.0 46 12 12 Wollbergsredder 37, 24113 Molfsee
1013267.0 5431978.0 46 1 1 Lange Reihe 3, 24103 Kiel
1007999.0 5430318.0 46 10 10 Zehlendorfer Str. 30, 24111 Kiel
1012612.0 5430923.0 46 2 2 Sophienblatt 73, 24114 Kiel
1011487.0 5428159.0 46 9 9 Am Biberbach 29, 24145 Kiel
1008448.0 5431947.0 46 6 6 Hofholzallee 48, 24109 Kiel
1016340.0 5431059.0 46 9 9 Röhbarg 1, 24148 Kiel
1013224.0 5435121.0 46 6 6 Holtenauer Str. 278, 24106 Kiel
1009304.0 5441420.0 46 19 19 Dehnhöft 2, 24161 Altenholz
1011886.0 5439756.0 46 15 15 Struckbrook 41, 24161 Altenholz
1014060.0 5435712.0 46 8 8 Schweriner Str. 31, 24106 Kiel
1008452.0 5428480.0 46 9 9 Eschenbrook 4, 24113 Molfsee
1010768.0 5434782.0 46 7 7 Bremerskamp 107, 24106 Kiel
1013396.0 5430486.0 46 5 5 Zum Brook 27, 24143 Kiel
1008220.0 5435403.0 46 9 9 Nienbrügger Weg 35, 24107 Kiel
1012359.0 5429984.0 46 5 5 Hornheimer Weg 51, 24113 Kiel
1012621.0 5440139.0 46 15 15 Linden-Allee 128, 24161 Altenholz
1001473.0 5434137.0 46 15 15 Alte Landstr. 17, 24107 Quarnbek
1012834.0 5435674.0 46 8 8 Achterkamp 102, 24106 Kiel
1019207.0 5427760.0 46 13 13 Am Wellsee 106, 24146 Kiel
1012310.0 5433375.0 46 4 4 Westring 346, 24118 Kiel
1016539.0 5432259.0 46 8 8 Marienstr. 5, 24148 Kiel
1016506.0 5428796.0 46 9 9 Schoolkamp 16, 24145 Kiel
1016512.0 5439348.0 46 15 15 Steenbarg 3, 24159 Kiel
1008228.0 5430658.0 46 12 12 Lankwitzweg 2, 24111 Kiel
1019236.0 5432495.0 46 11 11 Passader Str. 11, 24148 Kiel
1005496.0 5432699.0 46 10 10 Stockholmstr. 35, 24109 Kiel
1016737.0 5432263.0 46 8 8 Schönberger Str. 167, 24148 Kiel
1008347.0 5433404.0 46 7 7 Haßknöll 9, 24119 Kronshagen
1006964.0 5436048.0 46 11 11 Nordseestr. 21, 24107 Kiel
1013055.0 5431492.0 46 1 1 Sophienblatt 42, 24103 Kiel
1011405.0 5432142.0 46 3 3 Hasseldieksdammer Weg 39, 24116 Kiel
1010165.0 5434652.0 46 7 7 Radbruchstr. 1, 24106 Kiel
1011963.0 5432931.0 46 3 3 Westring 307, 24116 Kiel
1015172.0 5426247.0 46 9 9 Zum Schlüsbeker Moor 14, 24145 Kiel
1012675.0 5438808.0 46 13 13 Pillauer Weg 1, 24161 Altenholz
1012179.0 5433377.0 46 3 3 Krausstr. 1, 24118 Kiel
1006504.0 5429431.0 46 12 12 Damaschkeweg 74, 24113 Kiel
1013564.0 5432407.0 46 0 0 Martensdamm 6, 24103 Kiel
1018055.0 5433289.0 46 11 11 Sokratesplatz 1, 24149 Kiel
1016920.0 5430095.0 46 8 8 Rehhorst 11, 24147 Kiel
1013661.0 5434331.0 46 5 5 Blücherstr. 2, 24105 Kiel
1013877.0 5432506.0 46 1 1 Klosterkirchhof 18, 24103 Kiel
1006982.0 5430342.0 46 13 13 Am Blöcken 75, 24111 Kiel
1013980.0 5434212.0 46 4 4 Feldstr. 114, 24105 Kiel
1013695.0 5430717.0 46 3 3 Schwedendamm 21, 24143 Kiel
1013160.0 5434133.0 46 4 4 Esmarchstr. 81, 24118 Kiel
1011283.0 5435612.0 46 10 10 Charles-Roß-Ring 1, 24106 Kiel
1017613.0 5426588.0 46 12 12 Am Teich 11, 24145 Kiel
1011960.0 5432218.0 46 3 3 Hasseldieksdammer Weg 1, 24116 Kiel
1016667.0 5432160.0 46 8 8 Werftstr. 2, 24148 Kiel
1010031.0 5435639.0 46 10 10 Elfriede-Dietrich-Str. 28, 24106 Kiel
1014636.0 5432821.0 46 2 2 Düsternbrooker Weg 2, 24105 Kiel
1015625.0 5429210.0 46 8 8 Hansaring 1, 24145 Kiel
1017138.0 5429419.0 46 8 8 Schlehenkamp 14, 24146 Kiel
1013176.0 5437187.0 46 11 11 Gravensteiner Str. 53, 24159 Kiel
1008423.0 5435260.0 46 9 9 Klinkerwisch 38, 24107 Kiel
1018107.0 5431699.0 46 9 9 Klausdorfer Weg 177, 24148 Kiel
1014416.0 5431123.0 46 4 4 Schulstr. 33, 24143 Kiel
1013674.0 5428843.0 46 6 6 Poppenbrügger Weg 10, 24145 Kiel
1017429.0 5432093.0 46 9 9 Marienwerderstr. 12, 24148 Kiel
1017858.0 5429618.0 46 9 9 Preetzer Chaussee 152, 24146 Kiel
1015677.0 5428160.0 46 10 10 Dorothea-Erxleben-Str. 5, 24145 Kiel
1017843.0 5431540.0 46 9 9 Julius-Brecht-Str. 11, 24148 Kiel
1001391.0 5433879.0 46 15 15 Kirschgarten 2, 24107 Quarnbek
1012819.0 5432688.0 46 2 2 Wilhelminenstr. 34, 24103 Kiel
1009037.0 5429014.0 46 8 8 Speckenbeker Weg 4, 24113 Kiel
1007561.0 5431899.0 46 7 7 Melsdorfer Str. 8, 24109 Kiel
1007225.0 5432614.0 46 10 10 Claus-Sinjen-Str. 41, 24119 Kronshagen
1007110.0 5430117.0 46 12 12 Redderkamp 2, 24111 Kiel
1011280.0 5431632.0 46 3 3 Schützenwall 73, 24114 Kiel
1012562.0 5440229.0 46 16 16 Ebereschenweg 36, 24161 Altenholz
1018523.0 5429962.0 46 9 9 Linzer Weg 77, 24147 Kiel
1013662.0 5433531.0 46 3 3 Waitzstr. 33, 24105 Kiel
1014398.0 5427377.0 46 8 8 Steindamm 50, 24145 Kiel
1007272.0 5433492.0 46 10 10 Hindenburgstr. 10, 24119 Kronshagen
1015809.0 5439565.0 46 15 15 Brahmsweg 21, 24159 Kiel
1007774.0 5433592.0 46 9 9 Steindamm 5, 24119 Kronshagen
1006801.0 5431224.0 46 9 9 Russeer Weg 110, 24109 Kiel
1007286.0 5430342.0 46 12 12 Redderkamp 24, 24111 Kiel
1007811.0 5430649.0 46 11 11 Gatowweg 1, 24111 Kiel
1014687.0 5426419.0 46 9 9 Steindamm 134, 24145 Kiel
1017060.0 5432297.0 46 9 9 Havemeisterstr. 6, 24148 Kiel
1007825.0 5436351.0 46 11 11 Wolliner Weg 9, 24107 Kiel
1016604.0 5430036.0 46 7 7 Preetzer Str. 250, 24147 Kiel
1009848.0 5431934.0 46 6 6 Hasseldieksdammer Weg 179, 24114 Kiel
1011982.0 5435488.0 46 9 9 Projensdorfer Str. 142, 24106 Kiel
1014969.0 5431262.0 46 5 5 Kaiserstr. 31, 24143 Kiel
1010437.0 5436712.0 46 12 12 Projensdorfer Str. 324, 24106 Kiel
1007123.0 5427373.0 46 12 12 Moorkoppel 6, 24113 Molfsee
1009883.0 5434392.0 46 6 6 Eckernförder Str. 262, 24119 Kronshagen
1017736.0 5429851.0 46 8 8 Ellerbeker Weg 20, 24147 Kiel
1010226.0 5430592.0 46 6 6 Gärtnerstr. 32, 24113 Kiel
1014471.0 5431493.0 46 5 5 Augustenstr. 17, 24143 Kiel
1015004.0 5430906.0 46 5 5 Helmholtzstr. 19, 24143 Kiel
1008370.0 5433673.0 46 8 8 Fierabendwinkel 43, 24119 Kronshagen
1018304.0 5432940.0 46 10 10 Heikendorfer Weg 9, 24149 Kiel
1006196.0 5426295.0 46 13 13 Möwenstr. 1, 24113 Molfsee
1012933.0 5440976.0 46 15 15 Erdbeerfeld 1, 24161 Altenholz
1007049.0 5429447.0 46 12 12 Damaschkeweg 52, 24113 Kiel
1006115.0 5431672.0 46 9 9 Rathmannsdorfer Weg 2, 24109 Kiel
1019920.0 5429080.0 46 12 12 Starnberger Str. 60, 24146 Kiel
1012349.0 5439578.0 46 14 14 Klintenberg 18, 24161 Altenholz
1010247.0 5436405.0 46 11 11 Am Tannenberg 85, 24106 Kiel
1008049.0 5433280.0 46 7 7 Von-Stephan-Str. 4, 24119 Kronshagen
1007443.0 5433560.0 46 9 9 Suchsdorfer Weg 6, 24119 Kronshagen
1012189.0 5432219.0 46 2 2 Hermann-Weigmann-Str. 2, 24103 Kiel
1013403.0 5430585.0 46 3 3 Bahnhofstr. 40, 24143 Kiel
1017613.0 5426588.0 46 12 12 Am Teich 11, 24145 Kiel
1017564.0 5440132.0 46 19 19 Grüffkamp 31, 24159 Kiel
1008120.0 5430789.0 46 11 11 Kladowweg 9, 24111 Kiel
1010368.0 5430410.0 46 6 6 Rendsburger Landstr. 108, 24113 Kiel
1012358.0 5440766.0 46 16 16 Dorfkoppel 9, 24161 Altenholz
1012134.0 5432658.0 46 3 3 Schiller-Str. 1, 24116 Kiel
1019746.0 5428060.0 46 13 13 Rönner Weg 74, 24146 Kiel
1013462.0 5433800.0 46 3 3 Düppelstr. 82, 24105 Kiel
1007223.0 5436148.0 46 11 11 Pellwormer Weg 41, 24107 Kiel
1010207.0 5434127.0 46 6 6 Eckernförder Str. 212, 24119 Kronshagen
1017166.0 5439893.0 46 16 16 Brammerkamp 14, 24159 Kiel
1018320.0 5433705.0 46 12 12 Salzredder 2, 24149 Kiel
1007578.0 5431558.0 46 9 9 Hasselteich 1, 24109 Kiel
1007875.0 5433524.0 46 8 8 Am Holm 2, 24119 Kronshagen
1007625.0 5433546.0 46 9 9 Steindamm 10, 24119 Kronshagen
1011211.0 5431147.0 46 5 5 Saarbrückenstr. 25, 24114 Kiel
1009552.0 5435011.0 46 8 8 Klausbrooker Weg 16, 24107 Kiel
1012668.0 5438971.0 46 13 13 Königsberger Str. 57, 24161 Altenholz
1012352.0 5432496.0 46 3 3 Sternstr. 5, 24103 Kiel
1012185.0 5430375.0 46 5 5 Krusenrotter Weg 32, 24113 Kiel
1016704.0 5431019.0 46 8 8 Drewsstr. 23, 24148 Kiel
1007049.0 5429447.0 46 12 12 Damaschkeweg 52, 24113 Kiel
1017411.0 5441547.0 46 19 19 Seeadlerweg 2, 24159 Kiel
1016840.0 5442761.0 46 19 19 Drachenbahn 4, 24159 Kiel
1021329.0 5432005.0 46 14 14 Kiebitzbek 6, 24149 Kiel
1011092.0 5430459.0 46 5 5 Helgolandstr. 14, 24113 Kiel
1012414.0 5439627.0 46 14 14 Klintenberg 42, 24161 Altenholz
1017697.0 5439032.0 46 16 16 Skagerrakufer 1, 24159 Kiel
1017461.0 5429410.0 46 9 9 Dorfstr. 21, 24146 Kiel
1013254.0 5429622.0 46 7 7 Karlsburger Feldweg 27, 24113 Kiel
1013336.0 5431701.0 46 1 1 Auguste-Viktoria-Str. 6, 24103 Kiel
1010617.0 5428659.0 46 7 7 Meimersdorfer Weg 43, 24113 Kiel
1016494.0 5431037.0 46 8 8 De Twiel 2, 24148 Kiel
1018808.0 5428398.0 46 11 11 Pottbergkrug 2, 24146 Kiel
1008190.0 5436245.0 46 11 11 Wippen 13, 24107 Kiel
1012762.0 5429095.0 46 6 6 Meimersdorfer Moor 31, 24145 Kiel
1011953.0 5432400.0 46 3 3 Wilhelmplatz 6, 24116 Kiel
1011595.0 5431504.0 46 4 4 Stadtfeldkamp 3, 24114 Kiel
1017784.0 5434411.0 46 14 14 Zum Kesselort 53, 24149 Kiel
1017221.0 5432483.0 46 9 9 Schönberger Str. 114, 24148 Kiel
1018469.0 5429684.0 46 9 9 Tiroler Ring 738, 24147 Kiel
1006323.0 5426589.0 46 12 12 Tränkenberg 2, 24113 Molfsee
1012848.0 5439987.0 46 15 15 Rüschkamp 9, 24161 Altenholz
1012390.0 5440619.0 46 16 16 Klausdorfer Str. 123, 24161 Altenholz
1007233.0 5436181.0 46 11 11 Pellwormer Weg 31, 24107 Kiel
1014206.0 5437317.0 46 12 12 Richthofenstr. 14, 24159 Kiel
1008764.0 5435590.0 46 9 9 Lärchenweg 1, 24107 Kiel
1017955.0 5430248.0 46 9 9 Felsenstr. 8, 24147 Kiel
1014388.0 5430931.0 46 5 5 Kirchenweg 10, 24143 Kiel
1006834.0 5426467.0 46 12 12 Eiderwiesenweg 8, 24113 Molfsee
1013064.0 5435588.0 46 8 8 Holtenauer Str. 336, 24106 Kiel
1015985.0 5429215.0 46 8 8 Segeberger Landstr. 61, 24145 Kiel
1021490.0 5432085.0 46 13 13 Kiebitzbek 1, 24149 Kiel
1013818.0 5434399.0 46 5 5 Scharnhorststr. 8, 24105 Kiel
1016485.0 5439853.0 46 16 16 Gustav-Falke-Str. 13, 24159 Kiel
1013849.0 5430591.0 46 4 4 Sörensenstr. 34, 24143 Kiel
1012582.0 5440963.0 46 16 16 Klausdorfer Str. 146, 24161 Altenholz
1017766.0 5441487.0 46 19 19 Graf-Luckner-Str. 55, 24159 Kiel
1013362.0 5438776.0 46 13 13 Elbinger Weg 23, 24161 Altenholz
1009197.0 5434503.0 46 7 7 Albert-Schweitzer-Str. 21, 24119 Kronshagen
1011710.0 5433215.0 46 3 3 Petersweg 1, 24116 Kiel
1018090.0 5431417.0 46 9 9 August-Sievers-Ring 2, 24148 Kiel
1012278.0 5439683.0 46 14 14 Klintenberg 54, 24161 Altenholz
1012190.0 5431497.0 46 3 3 Jeßstr. 1, 24114 Kiel
1008483.0 5429983.0 46 8 8 Rendsburger Landstr. 248, 24113 Kiel
1011264.0 5432766.0 46 4 4 Eichendorff-Str. 19, 24116 Kiel
1014343.0 5433255.0 46 3 3 Niemannsweg 2, 24105 Kiel
1007555.0 5433449.0 46 9 9 Zu den Eichen 24, 24119 Kronshagen
1011593.0 5435433.0 46 8 8 Steenbeker Weg 31, 24106 Kiel
1012717.0 5432382.0 46 2 2 Knooper Weg 39, 24103 Kiel
1009301.0 5434189.0 46 7 7 Kopperpahler Allee 128, 24119 Kronshagen
1009538.0 5434580.0 46 8 8 Waidmannsruh 5, 24119 Kronshagen
1020047.0 5433315.0 46 13 13 Alfons-Huysmans-Ring 69, 24149 Kiel
1008399.0 5435456.0 46 9 9 Nienbrügger Weg 21, 24107 Kiel
1017977.0 5439034.0 46 17 17 Falckensteiner Str. 2, 24159 Kiel
1012981.0 5428594.0 46 6 6 Kieler Weg 136, 24145 Kiel
1014076.0 5437168.0 46 12 12 Schwester-Therese-Str. 13, 24159 Kiel
1017040.0 5432346.0 46 8 8 Tilsiter Platz 1, 24148 Kiel
1007972.0 5436349.0 46 12 12 Hiddenseer Weg 72, 24107 Kiel
1019416.0 5427584.0 46 14 14 Bachstelzenweg 20, 24146 Kiel
1015488.0 5433537.0 46 4 4 Kiellinie 100, 24105 Kiel
1013657.0 5432364.0 46 1 1 Faulstr. 15, 24103 Kiel
1010226.0 5434556.0 46 7 7 Johann-Fleck-Str. 6, 24118 Kiel
1013492.0 5430641.0 46 3 3 Schwedendamm 8, 24143 Kiel
1013058.0 5434131.0 46 4 4 Esmarchstr. 85, 24118 Kiel
1014260.0 5433643.0 46 4 4 Beselerallee 14, 24105 Kiel
1010313.0 5431076.0 46 6 6 Mettlachstr. 6, 24114 Kiel
1013001.0 5434028.0 46 4 4 Stein-Str. 24, 24118 Kiel
1008114.0 5430707.0 46 11 11 Spreeallee 153, 24111 Kiel
1010396.0 5430924.0 46 6 6 Saarbrückenstr. 148, 24113 Kiel
1012809.0 5439968.0 46 15 15 Rüschkamp 23, 24161 Altenholz
1010710.0 5430650.0 46 5 5 Christianistr. 1, 24113 Kiel
1006509.0 5426643.0 46 13 13 Catharinenberg 13, 24113 Molfsee
1007272.0 5433492.0 46 10 10 Hindenburgstr. 10, 24119 Kronshagen
1011589.0 5431662.0 46 3 3 Boiestr. 2, 24114 Kiel
1018705.0 5429984.0 46 9 9 Salzburger Str. 93, 24147 Kiel
1017048.0 5442233.0 46 18 18 Seestr. 7, 24159 Kiel
1012742.0 5440228.0 46 16 16 Ebereschenweg 33, 24161 Altenholz
1015251.0 5425982.0 46 9 9 Hexentellerweg 5, 24145 Kiel
1011835.0 5440327.0 46 16 16 Rehwinkel 25, 24161 Altenholz
1010146.0 5434463.0 46 8 8 Teichhörn 29, 24119 Kronshagen
1012353.0 5430256.0 46 4 4 Alte Eichen 19, 24113 Kiel
1014011.0 5429777.0 46 6 6 Diedrichstr. 53, 24143 Kiel
1007412.0 5433531.0 46 10 10 Suchsdorfer Weg 2, 24119 Kronshagen
1014615.0 5426577.0 46 10 10 Steindamm 108, 24145 Kiel
1011686.0 5433915.0 46 5 5 Grasweg 43, 24118 Kiel
1009421.0 5434549.0 46 7 7 Waidmannsruh 1, 24119 Kronshagen
1008170.0 5430395.0 46 11 11 Zehlendorfer Str. 69, 24111 Kiel
1008528.0 5436213.0 46 11 11 Sukoring 53, 24107 Kiel
1012679.0 5434149.0 46 5 5 Westring 430, 24118 Kiel
1014793.0 5427266.0 46 8 8 Edisonstr. 18, 24145 Kiel
1012884.0 5438486.0 46 13 13 Posener Str. 27, 24161 Altenholz
1016440.0 5439931.0 46 16 16 Otto-Ernst-Weg 2, 24159 Kiel
1007853.0 5435081.0 46 10 10 Holmredder 72, 24107 Kiel
1007274.0 5430202.0 46 10 10 Erlenhorst 21, 24111 Kiel
1007495.0 5428884.0 46 10 10 Eiderbrook 3, 24113 Kiel
1018715.0 5428706.0 46 11 11 Illerweg 28, 24146 Kiel
1013850.0 5430548.0 46 4 4 Sörensenstr. 30, 24143 Kiel
1013199.0 5431616.0 46 1 1 Raiffeisenstr. 1, 24103 Kiel
1019790.0 5432350.0 46 11 11 Wehdenweg 81, 24148 Kiel
1017858.0 5432989.0 46 11 11 Schwentinestr. 1, 24149 Kiel
1014168.0 5435233.0 46 6 6 Kiellinie 215, 24106 Kiel
1013271.0 5431624.0 46 1 1 Auguste-Viktoria-Str. 16, 24103 Kiel
1013090.0 5431513.0 46 1 1 Sophienblatt 29, 24103 Kiel
1015444.0 5439674.0 46 16 16 Wagnerring 8, 24159 Kiel
1013698.0 5432290.0 46 1 1 Anna-Pogwisch-Platz 9, 24103 Kiel
1008383.0 5433480.0 46 9 9 Sandkoppel 55, 24119 Kronshagen
1017385.0 5432240.0 46 10 10 Erlenkamp 10, 24148 Kiel
1013410.0 5438773.0 46 13 13 Elbinger Weg 19, 24161 Altenholz
1013362.0 5438617.0 46 12 12 Ostpreußenplatz 17, 24161 Altenholz
1013462.0 5433800.0 46 3 3 Düppelstr. 82, 24105 Kiel
1011669.0 5440503.0 46 16 16 Wiesengrund 33, 24161 Altenholz
1012706.0 5431062.0 46 2 2 Sophienblatt 80, 24114 Kiel
997064.0 5432562.0 46 15 15 Küsterkoppel 1, 24107 Quarnbek
1012039.0 5431669.0 46 3 3 Harmsstr. 68, 24114 Kiel
1016672.0 5441863.0 46 18 18 Auf der Wurth 11, 24159 Kiel
1018921.0 5429777.0 46 9 9 Tiroler Ring 476, 24147 Kiel
1008402.0 5433527.0 46 9 9 Sandkoppel 51, 24119 Kronshagen
1012898.0 5433375.0 46 3 3 Knooper Weg 131, 24118 Kiel
1008817.0 5428720.0 46 9 9 Jütwarder 1, 24113 Molfsee
1014241.0 5437257.0 46 13 13 Kastanienallee 2, 24159 Kiel
1008576.0 5430730.0 46 12 12 Spreeallee 288, 24111 Kiel
1007307.0 5435303.0 46 13 13 Steinberg 44, 24107 Kiel
1013525.0 5438155.0 46 11 11 Dänischenhagener Str. 1, 24159 Kiel
1007817.0 5428350.0 46 10 10 Im Wiesengrund 17, 24113 Molfsee
1019000.0 5433992.0 46 12 12 Langer Rehm 73, 24149 Kiel
1014747.0 5434461.0 46 7 7 Niemannsweg 149, 24105 Kiel
1013480.0 5433976.0 46 4 4 Gneisenaustr. 1, 24105 Kiel
1007727.0 5433637.0 46 9 9 Holländerey 3, 24119 Kronshagen
1010919.0 5436224.0 46 9 9 Projensdorfer Str. 231, 24106 Kiel
1008335.0 5435394.0 46 9 9 Klinkerwisch 2, 24107 Kiel
1015668.0 5434017.0 46 4 4 Kiellinie 71, 24105 Kiel
1006237.0 5426136.0 46 13 13 Lütten Born 3, 24113 Molfsee
1010402.0 5433951.0 46 5 5 Eckernförder Str. 235, 24119 Kronshagen
1011845.0 5432045.0 46 3 3 Zastrowstr. 24, 24114 Kiel
1012938.0 5433421.0 46 3 3 Knooper Weg 140, 24118 Kiel
1014629.0 5428660.0 46 7 7 Kieler Kamp 94, 24145 Kiel
1005000.0 5433780.0 46 12 12 Batterieweg 5, 24107 Ottendorf
1008203.0 5433902.0 46 8 8 Grasweg 1, 24119 Kronshagen
1012834.0 5435674.0 46 8 8 Achterkamp 102, 24106 Kiel
1011950.0 5431476.0 46 3 3 Hasselmannstr. 9, 24114 Kiel
1018130.0 5430313.0 46 9 9 Wüstenfelde 7, 24147 Kiel
1004901.0 5431758.0 46 11 11 Randersstr. 19, 24109 Kiel
1007706.0 5435152.0 46 10 10 Rotenbek 13, 24107 Kiel
1019019.0 5428171.0 46 12 12 Weidenweg 2, 24146 Kiel
1008465.0 5431794.0 46 8 8 Julienluster Weg 26, 24109 Kiel
1007406.0 5432540.0 46 8 8 Am Forsthaus Wittland 27, 24109 Kiel
1014658.0 5434663.0 46 6 6 Bismarckallee 27, 24105 Kiel
1015363.0 5425981.0 46 10 10 Zum Schlüsbeker Moor 30, 24145 Kiel
1011932.0 5439409.0 46 15 15 Dreiangel 43, 24161 Altenholz
1005036.0 5432822.0 46 12 12 Helsinkistr. 57, 24109 Kiel
1012007.0 5430446.0 46 5 5 Theodor-Heuss-Ring 56, 24113 Kiel
1007443.0 5433560.0 46 9 9 Suchsdorfer Weg 6, 24119 Kronshagen
1012031.0 5440474.0 46 16 16 Moorredder 17, 24161 Altenholz
1010144.0 5434179.0 46 6 6 Eckernförder Str. 222, 24119 Kronshagen
1016397.0 5430170.0 46 7 7 Preetzer Str. 222, 24147 Kiel
1016612.0 5439287.0 46 16 16 Steenbarg 15, 24159 Kiel
1012499.0 5432640.0 46 2 2 Goethestr. 10, 24116 Kiel
1013370.0 5433946.0 46 3 3 Holtenauer Str. 154, 24105 Kiel
1009865.0 5430641.0 46 7 7 Gärtnerstr. 54, 24113 Kiel
1017326.0 5439358.0 46 16 16 Julius-Fürst-Weg 3, 24159 Kiel
1008574.0 5428883.0 46 10 10 Großer Eiderkamp 3, 24113 Molfsee
1017744.0 5427039.0 46 12 12 Petersilienweg 3, 24145 Kiel
1006141.0 5430075.0 46 10 10 Russeer Forst 2, 24111 Kiel
1019171.0 5427797.0 46 13 13 Am Wellsee 102, 24146 Kiel
1001494.0 5433951.0 46 15 15 Rosenweg 2, 24107 Quarnbek
1019069.0 5429243.0 46 10 10 Troppauer Str. 35, 24146 Kiel
1017538.0 5429656.0 46 8 8 Preetzer Chaussee 123, 24147 Kiel
1011510.0 5431869.0 46 3 3 Gellertstr. 25, 24114 Kiel
1012895.0 5433430.0 46 3 3 Alsenstr. 2, 24118 Kiel
1016060.0 5439923.0 46 17 17 Wilhelm-Lobsien-Weg 6, 24159 Kiel
1012764.0 5431824.0 46 2 2 Weberstr. 8, 24103 Kiel
1010376.0 5436914.0 46 11 11 Projensdorfer Str. 374, 24106 Kiel
1010085.0 5430291.0 46 6 6 Rendsburger Landstr. 140, 24113 Kiel
1002975.0 5431690.0 46 10 10 Dorfstr. 34, 24109 Melsdorf
1006842.0 5427835.0 46 13 13 Osterwisch 16, 24113 Molfsee
1008422.0 5433672.0 46 8 8 Vespergang 50, 24119 Kronshagen
1010009.0 5428273.0 46 8 8 Meimersdorfer Weg 199, 24145 Kiel
1011202.0 5430233.0 46 5 5 Fröbelstr. 15, 24113 Kiel
1008223.0 5429990.0 46 8 8 Rendsburger Landstr. 306, 24111 Kiel
1019682.0 5428599.0 46 13 13 Schwalbensteg 1, 24146 Kiel
1010850.0 5430408.0 46 5 5 Wulfsbrook 17, 24113 Kiel
1006899.0 5435274.0 46 12 12 Bauernfeld 1, 24107 Kiel
1011261.0 5432117.0 46 3 3 Hasseldieksdammer Weg 41, 24116 Kiel
1012604.0 5428456.0 46 8 8 Koppelsoll 1, 24145 Kiel
1017566.0 5441435.0 46 19 19 Graf-Luckner-Str. 44, 24159 Kiel
1017234.0 5441431.0 46 18 18 Langenfelde 151, 24159 Kiel
999451.0 5434129.0 46 17 17 Toweddern 19, 24107 Quarnbek
1007706.0 5433829.0 46 9 9 Ernst-Barlach-Weg 14, 24119 Kronshagen
1018545.0 5432862.0 46 10 10 An der Holsatiamühle 1, 24149 Kiel
1012344.0 5430060.0 46 5 5 Hornheimer Weg 38, 24113 Kiel
1015355.0 5439667.0 46 16 16 Wagnerring 22, 24159 Kiel
1013269.0 5430667.0 46 3 3 Bahnhofstr. 37, 24143 Kiel
1008347.0 5433404.0 46 7 7 Haßknöll 9, 24119 Kronshagen
1012369.0 5431797.0 46 2 2 Ringstr. 64, 24103 Kiel
1009284.0 5431194.0 46 8 8 Rodenbeker Weg 5, 24113 Kiel
998896.0 5434359.0 46 17 17 Sturenberg 3, 24107 Quarnbek
1012783.0 5433188.0 46 2 2 Knooper Weg 110, 24118 Kiel
1008895.0 5428769.0 46 8 8 Kleiner Eiderkamp 3, 24113 Molfsee
1012710.0 5439871.0 46 14 14 Langkoppel 33, 24161 Altenholz
1010904.0 5432650.0 46 4 4 Kronshagener Weg 84, 24116 Kiel
1014517.0 5426408.0 46 9 9 Steindamm 130, 24145 Kiel
1017404.0 5429821.0 46 7 7 Villacher Str. 4, 24147 Kiel
1003403.0 5431654.0 46 10 10 Rothenberg 2, 24109 Melsdorf
1018656.0 5433665.0 46 12 12 Nachtigalstr. 32, 24149 Kiel
1015978.0 5431124.0 46 7 7 Erich-Kästner-Weg 11, 24143 Kiel
1013194.0 5437316.0 46 10 10 Gravensteiner Str. 4, 24159 Kiel
1009466.0 5441458.0 46 18 18 Postkamp 16, 24161 Altenholz
1015363.0 5425981.0 46 10 10 Zum Schlüsbeker Moor 30, 24145 Kiel
1017215.0 5431009.0 46 8 8 Tröndelweg 1, 24148 Kiel
