1001
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.10456 54.32874 74 4 4 Dehnckestr. 1, 24116 Kiel
10.1464 54.32752 75 1 1 Kiellinie 5, 24105 Kiel
10.10528 54.31003 83 5 5 Saarbrückenstr. 114, 24114 Kiel
10.12363 54.32237 71 2 2 Eckernförder Str. 16, 24103 Kiel
10.19198 54.28 74 12 12 Fliederweg 2, 24146 Kiel
10.17621 54.26645 80 12 12 Am Teich 11, 24145 Kiel
10.07628 54.30753 83 13 13 Grünauzeile 21, 24111 Kiel
10.08447 54.3543 78 9 9 Ellerkrug 100, 24107 Kiel
10.07734 54.33794 69 11 11 Ernst-Barlach-Weg 16, 24119 Kronshagen
10.1197 54.30438 79 4 4 Dorotheenstr. 8, 24113 Kiel
10.12155 54.39532 83 13 13 Klausdorfer Str. 14, 24161 Altenholz
10.1236 54.31732 70 2 2 Kirchhofallee 38, 24114 Kiel
10.11919 54.33231 77 4 4 Gutenbergstr. 54, 24118 Kiel
10.14169 54.32804 75 3 3 Fleckenstr. 2, 24105 Kiel
10.1275 54.33769 73 4 4 Hansastr. 71, 24118 Kiel
10.12173 54.40376 73 16 16 Klausdorfer Str. 99, 24161 Altenholz
10.11833 54.32652 70 3 3 Metzstr. 3, 24116 Kiel
10.16386 54.29721 83 8 8 Konrad-Adenauer-Damm 100, 24143 Kiel
10.12863 54.31948 70 1 1 Schülperbaum 7, 24103 Kiel
10.13289 54.35439 78 7 7 Danckwerthstr. 3, 24106 Kiel
10.07015 54.33579 82 11 11 Herrenwiese 2, 24119 Kronshagen
10.17149 54.39433 80 17 17 Stettiner Platz 8, 24159 Kiel
10.08567 54.29062 76 9 9 Speckenbeker Weg 48, 24113 Kiel
10.12291 54.32326 78 2 2 Eckernförder Str. 28, 24103 Kiel
10.13116 54.36957 76 12 12 Mählsweg 38, 24159 Kiel
10.07128 54.26776 77 12 12 Stuthagen 23, 24113 Molfsee
10.11667 54.27282 73 10 10 Bokseer Weg 4, 24145 Kiel
10.11019 54.32592 78 5 5 Nietzschestr. 1, 24116 Kiel
10.17215 54.31009 79 8 8 Tröndelweg 1, 24148 Kiel
10.12366 54.30403 76 4 4 Theodor-Heuss-Ring 73, 24113 Kiel
10.15608 54.4036 83 16 16 Dorf 1, 24159 Kiel
10.18521 54.40982 82 18 18 Palisadenweg 143, 24159 Kiel
10.1305 54.40716 71 16 16 Kiefernweg 1, 24161 Altenholz
10.05644 54.33995 78 10 10 An der Au 2, 24107 Ottendorf
10.018 54.31567 73 11 11 Dorfstr. 86, 24109 Melsdorf
10.16425 54.28043 82 10 10 Edisonstr. 29, 24145 Kiel
10.12783 54.33188 79 2 2 Knooper Weg 110, 24118 Kiel
10.10969 54.35729 70 9 9 Wolperdingstr. 1, 24106 Kiel
9.98875 54.33379 83 15 15 Ziegelhofer Weg 1, 24107 Quarnbek
10.14263 54.32513 83 1 1 Dänische Str. 44, 24103 Kiel
10.15399 54.39542 71 16 16 Wagnerring 54, 24159 Kiel
10.17319 54.39643 78 17 17 Hecktstr. 3, 24159 Kiel
10.0609 54.26294 83 13 13 Schulstr. 7, 24113 Molfsee
10.06206 54.32174 78 10 10 Gotlandwinkel 16, 24109 Kiel
10.16684 54.42138 83 18 18 Schilkseer Str. 165, 24159 Kiel
10.12991 54.34871 67 6 6 Projensdorfer Str. 23, 24106 Kiel
10.13684 54.307 71 4 4 Schwedendamm 12, 24143 Kiel
10.05149 54.32168 69 10 10 Skandinaviendamm 342, 24109 Kiel
10.13262 54.32945 71 2 2 Holtenauer Str. 12, 24105 Kiel
10.14855 54.3085 80 6 6 Gaußstr. 39, 24143 Kiel
10.15088 54.3361 82 3 3 Karolinenweg 1, 24105 Kiel
10.12713 54.40228 75 16 16 Ebereschenweg 74, 24161 Altenholz
10.15533 54.28794 77 10 10 Olbrichtweg 1, 24145 Kiel
10.11342 54.281 79 10 10 Anemonenweg 21, 24145 Kiel
10.12848 54.29895 79 5 5 Maybachstr. 13, 24113 Kiel
10.04813 54.3273 77 12 12 Turkuring 30, 24109 Kiel
10.05393 54.33308 83 14 14 Lofotenweg 109, 24109 Kiel
10.15416 54.27375 71 9 9 Ottostr. 8, 24145 Kiel
10.20563 54.28028 79 16 16 Partenkirchener Str. 35, 24146 Kiel
10.17319 54.39643 82 17 17 Hecktstr. 3, 24159 Kiel
10.12444 54.32599 75 3 3 Goethestr. 6, 24116 Kiel
10.09775 54.35741 71 10 10 Steenbeker Weg 193, 24106 Kiel
10.1385 54.30548 83 4 4 Sörensenstr. 30, 24143 Kiel
10.1478 54.31361 77 5 5 Elisabethstr. 38, 24143 Kiel
10.1219 54.32182 80 2 2 Hermann-Weigmann-Str. 1, 24103 Kiel
10.12198 54.32431 68 3 3 Eckernförder Str. 34, 24116 Kiel
10.11743 54.39628 83 14 14 Klausdorfer Str. 46, 24161 Altenholz
10.13546 54.32871 83 2 2 Brunswiker Str. 53, 24103 Kiel
10.12818 54.28228 69 7 7 Dwerkoppel 2, 24145 Kiel
10.07307 54.35303 75 13 13 Steinberg 44, 24107 Kiel
10.14643 54.34571 77 6 6 Niemannsweg 160, 24105 Kiel
10.17873 54.26699 67 12 12 Am Teich 15, 24145 Kiel
10.17186 54.4231 84 18 18 Langenfelde 19, 24159 Kiel
10.15389 54.38427 71 13 13 Schusterkrug 4, 24159 Kiel
10.12154 54.40352 74 16 16 Klausdorfer Str. 106, 24161 Altenholz
10.09159 54.34244 69 7 7 Albert-Schweitzer-Str. 1, 24119 Kronshagen
10.13088 54.41059 82 15 15 Erdbeerfeld 2, 24161 Altenholz
10.06278 54.32097 80 11 11 Gotlandwinkel 2, 24109 Kiel
10.16307 54.29138 79 9 9 Segeberger Landstr. 83, 24145 Kiel
10.17024 54.32149 76 9 9 Wellingdorfer Str. 1, 24148 Kiel
10.15242 54.26239 71 9 9 Schlüsstücken 2, 24145 Kiel
10.12091 54.30287 70 4 4 Krusenrotter Weg 40, 24113 Kiel
10.07035 54.36075 74 11 11 Nordseestr. 120, 24107 Kiel
10.11286 54.30307 83 4 4 Diesterweg-Str. 5, 24113 Kiel
10.15547 54.3953 78 15 15 Wagnerring 112, 24159 Kiel
10.17156 54.41943 76 17 17 Langenfelde 83, 24159 Kiel
10.13103 54.33628 71 3 3 Knooper Weg 157, 24118 Kiel
10.09992 54.3322 75 5 5 Eschenkamp 5, 24119 Kronshagen
10.13525 54.34247 84 5 5 Hardenbergstr. 3, 24105 Kiel
10.13721 54.39568 79 13 13 Klausdorfer Landstr. 27, 24161 Altenholz
10.0798 54.28285 83 10 10 Am Hang 27, 24113 Molfsee
10.05758 54.34243 75 11 11 Kiewittsholm 9, 24107 Ottendorf
9.97207 54.32278 75 15 15 Lindenkamp 11, 24107 Quarnbek
10.2067 54.32416 69 13 13 Landweg 6, 24149 Kiel
10.1033 54.34011 74 6 6 Eckernförder Str. 243, 24119 Kronshagen
10.14064 54.3252 67 1 1 Alte Feuerwache 14, 24103 Kiel
10.09548 54.30264 79 8 8 Hasseer Str. 81, 24113 Kiel
10.13304 54.34594 73 5 5 Holtenauer Str. 232, 24105 Kiel
10.01625 54.33973 82 15 15 Petersilienweg 2, 24107 Quarnbek
10.16237 54.38939 82 15 15 Fritz-Reuter-Str. 20, 24159 Kiel
10.11953 54.324 68 3 3 Wilhelmplatz 6, 24116 Kiel
10.12536 54.32136 73 2 2 Kronshagener Weg 2, 24103 Kiel
10.12924 54.39899 68 15 15 Ohlandbogen 25, 24161 Altenholz
10.17455 54.41781 80 18 18 Funkstellenweg 12, 24159 Kiel
10.19465 54.27598 70 14 14 Bachstelzenweg 24, 24146 Kiel
10.05332 54.2993 82 11 11 Hinter Bramberg 19, 24111 Kiel
10.11672 54.39832 75 15 15 Klausdorfer Str. 68, 24161 Altenholz
10.14289 54.28239 73 8 8 Hopfenlandsberg 24, 24145 Kiel
10.10513 54.3046 73 6 6 Rendsburger Landstr. 90, 24113 Kiel
10.14725 54.37113 77 14 14 Grimmstr. 5, 24159 Kiel
10.0498 54.31553 79 10 10 Jütlandring 6, 24109 Kiel
10.07262 54.35243 69 11 11 Steinberg 24, 24107 Kiel
10.11997 54.31283 76 3 3 Papenkamp 57, 24114 Kiel
10.15451 54.30977 70 6 6 Stoschstr. 43, 24143 Kiel
10.11342 54.35955 76 8 8 Projensdorfer Str. 199, 24106 Kiel
10.07633 54.36595 73 12 12 Ostseestr. 122, 24107 Kiel
10.10792 54.35487 82 9 9 Steenbeker Weg 46, 24106 Kiel
10.16678 54.28287 67 10 10 Pötterweg 1, 24145 Kiel
10.08979 54.32728 83 6 6 Volbehrstr. 23, 24119 Kronshagen
10.08262 54.3522 71 9 9 Alter Viedamm 43, 24107 Kiel
10.1177 54.30562 80 4 4 Rendsburger Landstr. 7, 24113 Kiel
10.1643 54.31066 75 9 9 Hollwisch 1, 24148 Kiel
10.05331 54.32258 83 11 11 Kurt-Schumacher-Platz 4, 24109 Kiel
10.1665 54.39819 74 16 16 Liliencronstr. 5, 24159 Kiel
10.06938 54.30203 76 11 11 Tempelhofer Weg 1, 24111 Kiel
10.11809 54.30621 69 6 6 Theodor-Heuss-Ring 49, 24113 Kiel
10.10437 54.30946 76 5 5 Saarbrückenstr. 142, 24113 Kiel
10.14764 54.31502 82 6 6 Norddeutsche Str. 25, 24143 Kiel
10.07351 54.33606 82 8 8 Suchsdorfer Weg 1, 24119 Kronshagen
10.15688 54.33845 74 4 4 Kiellinie 65, 24105 Kiel
10.16533 54.32365 74 9 9 Julienstr. 11, 24148 Kiel
10.19205 54.28428 77 12 12 Rönner Weg 25, 24146 Kiel
10.03138 54.31831 83 10 10 Dorfstr. 9, 24109 Melsdorf
10.13069 54.36072 82 9 9 Schleusenstr. 1, 24106 Kiel
10.15362 54.25719 75 10 10 Zum Schlüsbeker Moor 54, 24145 Kiel
10.02162 54.31443 83 10 10 Birkenweg 22, 24109 Melsdorf
10.08685 54.35756 69 9 9 Weissdornweg 13, 24107 Kiel
10.13942 54.32399 77 1 1 Klosterkirchhof 11, 24103 Kiel
10.13253 54.34241 79 4 4 Hardenbergstr. 23, 24118 Kiel
10.18399 54.32416 80 9 9 Faulmannweg 10, 24148 Kiel
10.11691 54.3263 68 3 3 Weißenburgstr. 33, 24116 Kiel
10.10957 54.31175 84 4 4 Saarbrückenstr. 54, 24114 Kiel
10.13883 54.32313 69 1 1 Alter Markt 17, 24103 Kiel
10.10248 54.3682 74 11 11 Stadtparkweg 8, 24106 Kiel
10.06933 54.35571 84 12 12 Langer Hof 7, 24107 Kiel
10.15188 54.33585 82 4 4 Düsternbrooker Weg 77, 24105 Kiel
10.16944 54.28678 83 9 9 Segeberger Landstr. 139, 24145 Kiel
10.14557 54.40817 71 15 15 Uhlenhorster Weg 55, 24159 Kiel
10.17502 54.38972 77 16 16 Skagerrakufer 5, 24159 Kiel
10.15425 54.28152 69 10 10 Bunsenstr. 24, 24145 Kiel
10.0419 54.34097 69 13 13 Langenfelde 4, 24107 Ottendorf
10.06932 54.3599 79 12 12 Hoogewinkel 1, 24107 Kiel
10.13452 54.30401 74 5 5 Oldesloer Str. 5, 24143 Kiel
10.07875 54.28154 77 10 10 Mielkendorfer Weg 4, 24113 Molfsee
10.06763 54.32418 68 8 8 Russeer Weg 212, 24109 Kiel
10.12189 54.32219 77 2 2 Hermann-Weigmann-Str. 2, 24103 Kiel
10.12717 54.28216 74 8 8 Grotenbrook 2, 24145 Kiel
10.11546 54.32605 77 4 4 Westring 256, 24116 Kiel
10.19243 54.28765 71 11 11 Isarweg 4, 24146 Kiel
10.13546 54.32871 68 2 2 Brunswiker Str. 53, 24103 Kiel
10.07409 54.27245 71 10 10 Hamburger Landstr. 108, 24113 Molfsee
10.1704 54.42466 77 19 19 Langenfelde 2, 24159 Kiel
10.05758 54.34243 75 11 11 Kiewittsholm 9, 24107 Ottendorf
10.11533 54.32716 84 4 4 Geibelplatz 3, 24116 Kiel
10.11554 54.28208 69 9 9 Am Biberbach 10, 24145 Kiel
10.14658 54.34663 69 6 6 Bismarckallee 27, 24105 Kiel
10.13827 54.34303 70 5 5 Scharnhorststr. 2, 24105 Kiel
10.14352 54.33129 78 3 3 Michaelisstr. 1, 24105 Kiel
10.15768 54.42254 79 20 20 Alter Kirchweg 20, 24159 Kiel
10.19675 54.27758 77 15 15 Am Wellsee 138, 24146 Kiel
10.16556 54.31689 70 8 8 Hollmannstr. 27, 24148 Kiel
10.13915 54.37498 71 12 12 Nehringweg 69, 24159 Kiel
10.17005 54.39813 71 16 16 Friedrichsorter Str. 26, 24159 Kiel
10.13264 54.28089 68 8 8 Radewisch 141, 24145 Kiel
10.1337 54.33946 71 3 3 Holtenauer Str. 154, 24105 Kiel
10.17709 54.41469 80 19 19 Graf-Luckner-Str. 53, 24159 Kiel
10.15677 54.2816 73 10 10 Dorothea-Erxleben-Str. 5, 24145 Kiel
10.18488 54.28463 76 11 11 Am Wellsee 18, 24146 Kiel
10.04157 54.34052 74 14 14 Zum Wasserblöcken 2, 24107 Ottendorf
10.1374 54.32251 78 1 1 Faulstr. 2, 24103 Kiel
10.07885 54.36227 70 11 11 Usedomer Weg 10, 24107 Kiel
10.12515 54.30664 73 4 4 Alte Lübecker Chaussee 16, 24114 Kiel
10.14615 54.26577 71 10 10 Steindamm 108, 24145 Kiel
10.09582 54.31784 79 6 6 Diekweg 16, 24114 Kiel
10.12997 54.31956 71 1 1 Bäckergang 3, 24103 Kiel
10.13406 54.28566 79 6 6 Poppenkamp 2, 24145 Kiel
10.11541 54.32748 70 5 5 Geibelplatz 5, 24116 Kiel
10.13415 54.33916 73 4 4 Wrangelstr. 61, 24105 Kiel
10.13368 54.34011 80 3 3 Holtenauer Str. 160, 24105 Kiel
10.05043 54.34034 82 11 11 Dorfstr. 37, 24107 Ottendorf
10.10162 54.34971 76 7 7 Mangoldtstr. 14, 24106 Kiel
10.1338 54.39984 76 15 15 Aukamp 56, 24161 Altenholz
10.18762 54.28725 71 10 10 Illerweg 11, 24146 Kiel
10.11382 54.32405 78 3 3 Frerichsstr. 3, 24116 Kiel
10.169 54.32309 76 9 9 Schönberger Str. 155, 24148 Kiel
10.04939 54.34079 74 11 11 Dorfstr. 36, 24107 Ottendorf
10.18043 54.30068 76 9 9 Tiroler Ring 252, 24147 Kiel
10.10974 54.32691 69 4 4 Max-Giese-Str. 3, 24116 Kiel
10.16317 54.39468 71 15 15 Ottomar-Enking-Str. 55, 24159 Kiel
10.07517 54.32842 80 9 9 Hofbrook 38, 24119 Kronshagen
10.08579 54.33536 78 9 9 Meddagskamp 1, 24119 Kronshagen
10.13237 54.33227 71 2 2 Holtenauer Str. 62, 24105 Kiel
10.12173 54.40376 76 16 16 Klausdorfer Str. 99, 24161 Altenholz
10.12507 54.28109 83 9 9 Langkoppel 2, 24145 Kiel
10.11851 54.397 83 15 15 Struckbrook 11, 24161 Altenholz
10.11836 54.29805 82 6 6 Krummbogen 31, 24113 Kiel
10.1751 54.41781 75 18 18 Funkstellenweg 24, 24159 Kiel
10.04635 54.31902 73 10 10 Fanöweg 1, 24109 Kiel
10.17506 54.29201 74 9 9 Im Dorfe 4, 24146 Kiel
10.09197 54.3547 71 9 9 Steenbeker Weg 215, 24107 Kiel
10.15314 54.31147 71 6 6 Jachmannstr. 3, 24143 Kiel
10.18728 54.28474 82 11 11 Pottberghang 8, 24146 Kiel
10.13227 54.33811 70 3 3 Bremerstr. 2, 24118 Kiel
10.13262 54.32945 77 2 2 Holtenauer Str. 12, 24105 Kiel
10.07998 54.33659 80 10 10 Holländerey 9, 24119 Kronshagen
10.09523 54.30096 83 7 7 Rendsburger Landstr. 182, 24113 Kiel
10.10509 54.3111 73 6 6 Dudweilerstr. 3, 24114 Kiel
10.09317 54.29086 79 8 8 Hamburger Chaussee 334, 24113 Kiel
10.11038 54.35796 79 9 9 Charles-Roß-Ring 118, 24106 Kiel
10.08903 54.33157 75 8 8 Villenweg 5, 24119 Kronshagen
10.08087 54.33005 84 9 9 Hofbrook 8, 24119 Kronshagen
10.16372 54.30982 82 9 9 Röhbarg 13, 24148 Kiel
10.05024 54.30309 80 9 9 Rendsburger Landstr. 486, 24111 Kiel
10.14332 54.33306 82 3 3 Niemannsweg 11, 24105 Kiel
10.09255 54.3198 68 5 5 Hasseldieksdammer Weg 220, 24109 Kiel
10.05999 54.35894 78 13 13 Kanalweiche 71, 24107 Kiel
10.13893 54.32384 84 1 1 Haßstr. 3, 24103 Kiel
