1001
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.13276 54.28761 81 6 6 Kieler Weg 176, 24145 Kiel
10.17466 54.4189 86 18 18 Gaffelweg 14, 24159 Kiel
10.05737 54.30115 80 10 10 Ihlkatenweg 1, 24111 Kiel
10.06867 54.31517 75 9 9 Haßloh 1, 24109 Kiel
10.12189 54.28259 80 9 9 Lütt Steenbusch 23, 24145 Kiel
10.12895 54.3343 92 3 3 Alsenstr. 2, 24118 Kiel
10.06142 54.26335 86 13 13 Schulstr. 7, 24113 Molfsee
10.11623 54.32741 80 4 4 Geibelplatz 10, 24116 Kiel
10.0542 54.30245 79 9 9 Rendsburger Landstr. 456, 24111 Kiel
10.11202 54.30233 91 5 5 Fröbelstr. 15, 24113 Kiel
10.08957 54.35546 91 10 10 Schneiderkamp 18, 24107 Kiel
10.09911 54.33216 81 6 6 Hasselkamp 111, 24119 Kronshagen
10.10879 54.30152 82 6 6 Hamburger Chaussee 149, 24113 Kiel
10.05645 54.31641 87 10 10 Königsförder Weg 22, 24109 Kiel
10.12466 54.32294 83 2 2 Möllingstr. 16, 24103 Kiel
10.13242 54.28992 88 6 6 Bogenstr. 7, 24145 Kiel
10.11754 54.33249 81 3 3 Gutenbergstr. 70, 24118 Kiel
10.13886 54.32936 92 2 2 Feldstr. 6, 24105 Kiel
10.14239 54.32767 80 2 2 Brunswiker Str. 10, 24105 Kiel
10.11922 54.37112 79 12 12 Friedrich-Voß-Ufer 63, 24161 Altenholz
10.12234 54.32894 83 4 4 Schiller-Str. 15, 24116 Kiel
10.11324 54.30518 82 5 5 Schleswiger Str. 9, 24113 Kiel
10.14119 54.30204 86 5 5 Theodor-Heuss-Ring 137, 24143 Kiel
10.13005 54.35495 81 6 6 Elendsredder 4, 24106 Kiel
10.055 54.33366 83 12 12 Lofotenweg 192, 24109 Kiel
10.11202 54.30233 79 5 5 Fröbelstr. 15, 24113 Kiel
10.21608 54.32843 80 13 13 Am Mondspiegel 4, 24149 Kiel
10.10581 54.32878 88 5 5 Dehnckestr. 5, 24116 Kiel
10.07796 54.36453 83 11 11 Hiddenseer Weg 2, 24107 Kiel
10.13659 54.35966 81 10 10 Arkonastr. 8, 24106 Kiel
10.16821 54.30038 90 8 8 Großer Kamp 63, 24147 Kiel
10.16561 54.3098 86 8 8 Sören 15, 24148 Kiel
10.13023 54.38408 86 13 13 Posener Str. 9, 24161 Altenholz
10.09458 54.32893 74 5 5 Kieler Str. 2, 24119 Kronshagen
10.16471 54.41013 80 16 16 Schilkseer Str. 61, 24159 Kiel
10.07744 54.3 76 9 9 Am Seeufer 1, 24111 Kiel
10.13441 54.34454 77 5 5 Kleiststr. 15, 24105 Kiel
10.10955 54.36129 75 9 9 Wiesenweg 1, 24106 Kiel
10.13872 54.27943 87 8 8 Barkauer Str. 113, 24145 Kiel
10.07655 54.30832 91 11 11 Grünauzeile 1, 24111 Kiel
10.16317 54.27818 80 10 10 Edisonstr. 25, 24145 Kiel
10.13359 54.38884 86 13 13 Elbinger Weg 79, 24161 Altenholz
10.05661 54.33156 90 11 11 Hammerfestweg 2, 24109 Kiel
10.16237 54.38939 92 15 15 Fritz-Reuter-Str. 20, 24159 Kiel
10.14207 54.30482 92 5 5 Hofstr. 34, 24143 Kiel
10.12377 54.33 90 4 4 Schiller-Str. 22, 24116 Kiel
10.05164 54.31263 91 11 11 Korsörweg 29, 24109 Kiel
10.19903 54.33314 85 13 13 Alfons-Huysmans-Ring 95, 24149 Kiel
10.19381 54.33508 91 12 12 Gießkannenweg 1, 24149 Kiel
10.1576 54.28919 81 9 9 Goerdelerring 1, 24145 Kiel
10.13503 54.38909 82 13 13 Elbinger Weg 66, 24161 Altenholz
10.16944 54.39481 79 17 17 Gorch-Fock-Str. 14, 24159 Kiel
10.07575 54.27694 88 12 12 Rammsmoor 21, 24113 Molfsee
10.08295 54.30284 91 9 9 Redderkamp 105, 24111 Kiel
10.16539 54.32259 83 8 8 Marienstr. 5, 24148 Kiel
10.1294 54.36472 92 9 9 Timmerberg 22, 24106 Kiel
10.08166 54.30301 74 11 11 Rudowweg 3, 24111 Kiel
10.10006 54.30802 90 7 7 Altenrade 1, 24113 Kiel
10.20173 54.335 83 13 13 Ristblick 1, 24149 Kiel
10.14203 54.36987 75 12 12 Kanalstr. 37, 24159 Kiel
10.12483 54.28146 86 8 8 Bustorfer Weg 66, 24145 Kiel
10.09799 54.36406 88 11 11 Am Tannenberg 85, 24106 Kiel
10.1244 54.31449 88 2 2 Harmsstr. 28, 24114 Kiel
10.21569 54.32716 90 13 13 Ulmenweg 41, 24149 Kiel
10.16487 54.3951 76 15 15 Ringelnatzstr. 33, 24159 Kiel
10.1434 54.30151 80 5 5 Theodor-Heuss-Ring 140, 24143 Kiel
10.14022 54.32157 87 0 0 Wall 30, 24103 Kiel
10.11436 54.31627 82 3 3 Lutherstr. 29, 24114 Kiel
10.16684 54.42138 81 18 18 Schilkseer Str. 165, 24159 Kiel
10.07953 54.35292 80 10 10 Holmredder 5, 24107 Kiel
10.14198 54.30734 83 4 4 Preetzer Str. 14, 24143 Kiel
10.18731 54.33956 80 12 12 Hermannstr. 5, 24149 Kiel
10.1748 54.41806 79 18 18 Funkstellenweg 32, 24159 Kiel
10.13818 54.33815 81 4 4 Adolfplatz 8, 24105 Kiel
10.14535 54.33865 91 4 4 Moltkestr. 28, 24105 Kiel
10.13836 54.28097 88 8 8 Drosselstieg 1, 24145 Kiel
10.10644 54.35693 85 9 9 Charles-Roß-Ring 48, 24106 Kiel
10.02157 54.31568 86 10 10 Dorfstr. 78, 24109 Melsdorf
10.16447 54.31565 81 7 7 Grabastr. 3, 24148 Kiel
10.17784 54.34411 86 14 14 Zum Kesselort 53, 24149 Kiel
10.12388 54.30236 80 4 4 Alte Eichen 21, 24113 Kiel
10.15608 54.4036 87 16 16 Dorf 1, 24159 Kiel
10.17914 54.32998 91 11 11 Grenzstr. 1, 24149 Kiel
10.16676 54.40303 76 15 15 Redderkoppel 1, 24159 Kiel
10.1239 54.40619 91 16 16 Klausdorfer Str. 123, 24161 Altenholz
10.21241 54.31986 85 14 14 Kiebitzbek 16, 24149 Kiel
10.17399 54.31897 90 9 9 Stille Gasse 2, 24148 Kiel
10.13476 54.35691 87 7 7 Adalbertstr. 4, 24106 Kiel
10.18239 54.33316 82 11 11 Klein-Ebbenkamp 2, 24149 Kiel
10.132 54.37212 81 11 11 Gravensteiner Str. 37, 24159 Kiel
10.1478 54.31361 76 5 5 Elisabethstr. 38, 24143 Kiel
10.14281 54.37379 80 12 12 Richthofenstr. 2, 24159 Kiel
10.06695 54.31398 83 9 9 Heitholmer Weg 1, 24109 Kiel
10.18124 54.32554 85 10 10 Schönberger Str. 52, 24148 Kiel
10.12237 54.30589 79 3 3 Krusenrotter Weg 2, 24113 Kiel
10.03326 54.31685 83 10 10 Am Dom 13, 24109 Melsdorf
10.08528 54.36213 90 11 11 Sukoring 53, 24107 Kiel
10.10516 54.35572 91 9 9 Steenbeker Weg 58, 24106 Kiel
10.19629 54.33653 90 12 12 Masurenring 11, 24149 Kiel
10.11877 54.32115 86 2 2 Chemnitzstr. 4, 24114 Kiel
10.05543 54.30202 76 10 10 Rendsburger Landstr. 445, 24111 Kiel
10.1848 54.29238 82 9 9 Trautenauer Weg 2, 24146 Kiel
10.12383 54.32545 77 3 3 Sternstr. 3, 24103 Kiel
10.07877 54.33782 85 9 9 Suchsdorfer Weg 20, 24119 Kronshagen
10.13855 54.38627 90 12 12 Stegeltor 12, 24161 Altenholz
10.18291 54.33651 76 12 12 Heikendorfer Weg 96, 24149 Kiel
10.13091 54.36923 74 12 12 Mählsweg 40, 24159 Kiel
10.07692 54.32983 81 8 8 Im Moorgrund 1, 24119 Kronshagen
10.07868 54.36459 91 12 12 Hiddenseer Weg 11, 24107 Kiel
10.11483 54.35887 87 8 8 Projensdorfer Str. 181, 24106 Kiel
10.02948 54.31548 80 10 10 dorfplatz 1, 24109 Melsdorf
10.11238 54.29365 80 8 8 Brüggerfelde 2, 24113 Kiel
10.17536 54.39107 82 15 15 Christianspries 5, 24159 Kiel
10.12881 54.28312 90 7 7 Vörstkoppel 1, 24145 Kiel
10.13263 54.38246 88 13 13 Breslauer Str. 7, 24161 Altenholz
10.11095 54.33387 92 4 4 Eckernförder Str. 161, 24116 Kiel
10.09414 54.31086 91 7 7 Uhlenkrog 38, 24113 Kiel
10.09935 54.30716 86 6 6 Hasseer Str. 10, 24113 Kiel
10.1281 54.38473 91 14 14 Posener Str. 33, 24161 Altenholz
10.14054 54.28111 83 9 9 Hopfenlandsberg 13, 24145 Kiel
10.13504 54.34656 82 6 6 Düvelsbeker Weg 12, 24105 Kiel
10.17866 54.29549 74 9 9 Rüsterstr. 44, 24146 Kiel
10.19195 54.32484 75 11 11 Passader Str. 16, 24148 Kiel
10.13365 54.32217 74 1 1 Fleethörn 26, 24103 Kiel
10.14442 54.33179 77 3 3 Schwanenweg 24, 24105 Kiel
10.12065 54.31278 77 3 3 Kreienbarg 3, 24114 Kiel
10.12197 54.30397 88 5 5 Krusenrotter Weg 35, 24113 Kiel
10.11628 54.35473 86 8 8 Moorkamp 1, 24106 Kiel
10.19773 54.27786 76 14 14 Am Wellsee 164, 24146 Kiel
10.12742 54.40228 82 16 16 Ebereschenweg 33, 24161 Altenholz
10.13184 54.28842 91 6 6 Kieler Weg 179, 24145 Kiel
10.0288 54.31411 86 10 10 Am Dörpsdiek 35, 24109 Melsdorf
10.13848 54.30858 88 4 4 Werftstr. 243, 24143 Kiel
10.10775 54.32864 87 4 4 Sedanstr. 16, 24116 Kiel
10.07013 54.31748 83 8 8 Im Waldwinkel 21, 24109 Kiel
10.12219 54.32275 90 2 2 Stephan-Heinzel-Str. 7, 24103 Kiel
10.10045 54.30594 83 6 6 Gärtnerstr. 34, 24113 Kiel
10.18853 54.27546 80 13 13 Hof Kroog 2, 24146 Kiel
10.10267 54.36377 80 12 12 Am Tannenberg 86, 24106 Kiel
10.19552 54.2961 87 10 10 Klosterweg 10, 24146 Kiel
10.07797 54.35779 85 12 12 Amrumring 16, 24107 Kiel
10.10746 54.36397 82 10 10 Projensdorfer Str. 251, 24106 Kiel
10.07817 54.2835 87 10 10 Im Wiesengrund 17, 24113 Molfsee
10.17727 54.39087 86 16 16 Falklandstr. 1, 24159 Kiel
9.98701 54.34298 74 17 17 Sledenbarg 1, 24107 Quarnbek
10.139 54.32445 90 1 1 Klosterkirchhof 10, 24103 Kiel
10.19653 54.27624 90 14 14 Sprosserpfad 17, 24146 Kiel
10.13359 54.38884 86 13 13 Elbinger Weg 79, 24161 Altenholz
10.17763 54.32391 90 10 10 Danziger Str. 2, 24148 Kiel
10.07608 54.36577 79 12 12 Ostseestr. 113, 24107 Kiel
10.10143 54.34855 85 8 8 Jacobystr. 1, 24106 Kiel
10.06601 54.27992 79 12 12 Wollbergsredder 18, 24113 Molfsee
10.0697 54.32467 74 8 8 Skandinaviendamm 203, 24109 Kiel
10.16068 54.2862 81 10 10 Kreisauer Ring 103, 24145 Kiel
10.13254 54.38884 79 14 14 Tilsiter Weg 62, 24161 Altenholz
10.03396 54.32107 75 11 11 Kählenweg 6, 24109 Melsdorf
10.12677 54.32704 81 2 2 Humboldtstr. 4, 24116 Kiel
10.1407 54.28791 77 7 7 Poppenbrügger Weg 34, 24145 Kiel
10.06708 54.27717 80 12 12 Osterberg 14, 24113 Molfsee
10.08065 54.33638 85 9 9 Holländerey 12, 24119 Kronshagen
10.13994 54.33112 80 3 3 Feldstr. 10, 24105 Kiel
10.10066 54.36865 81 11 11 Stadtparkweg 18, 24106 Kiel
10.01625 54.33973 79 15 15 Petersilienweg 2, 24107 Quarnbek
10.03965 54.34368 83 13 13 Zum Wasserblöcken 16, 24107 Ottendorf
10.08437 54.30188 90 9 9 Redderkamp 120, 24111 Kiel
10.08644 54.33132 87 6 6 Kieler Str. 66, 24119 Kronshagen
10.12233 54.31467 83 3 3 Papenkamp 29, 24114 Kiel
10.158 54.39602 87 15 15 Bachweg 2, 24159 Kiel
10.1638 54.30938 79 9 9 Röhbarg 23, 24148 Kiel
10.1417 54.32329 90 0 0 Eggerstedtstr. 12, 24103 Kiel
10.18587 54.33875 82 12 12 Georgstr. 61, 24149 Kiel
10.19676 54.2801 85 16 16 Rohrsängerweg 62, 24146 Kiel
10.10836 54.32125 80 4 4 Robert-Koch-Str. 1, 24116 Kiel
10.18637 54.29562 77 10 10 Preetzer Chaussee 200, 24146 Kiel
10.17353 54.41207 91 19 19 Delphinweg 7, 24159 Kiel
10.15397 54.33712 91 3 3 Düsternbrooker Weg 104, 24105 Kiel
10.07381 54.30562 79 11 11 Havelzeile 1, 24111 Kiel
10.19466 54.2938 80 12 12 Hahnbusch 29, 24146 Kiel
10.13763 54.33883 92 4 4 Wilhelmshavener Str. 2, 24105 Kiel
10.14667 54.3411 81 6 6 Sternwartenweg 32, 24105 Kiel
10.11651 54.32503 80 3 3 Wörthstr. 25, 24116 Kiel
10.06166 54.26233 76 13 13 Möwenstr. 9, 24113 Molfsee
10.16231 54.3907 88 15 15 Samlandweg 1, 24159 Kiel
10.1958 54.33393 90 12 12 Solomit 1, 24149 Kiel
10.13639 54.32885 90 2 2 Brunswiker Str. 46, 24105 Kiel
10.0802 54.36244 86 10 10 Hohnbargsredder 1, 24107 Kiel
10.12663 54.32382 85 2 2 Jungfernstieg 2, 24103 Kiel
10.04703 54.34293 81 14 14 Kanalweg 13, 24107 Ottendorf
10.16268 54.31704 83 7 7 Kleine Ziegelstr. 6, 24148 Kiel
10.1447 54.34162 82 5 5 Moltkestr. 68, 24105 Kiel
10.15882 54.39581 82 15 15 Brahmsweg 19, 24159 Kiel
10.07785 54.36382 80 13 13 Wolliner Weg 1, 24107 Kiel
10.12398 54.39659 92 14 14 Klintenberg 52, 24161 Altenholz
10.07861 54.36347 86 11 11 Wolliner Weg 14, 24107 Kiel
10.16158 54.39574 81 15 15 Ottomar-Enking-Str. 71, 24159 Kiel
10.04901 54.31758 77 11 11 Randersstr. 19, 24109 Kiel
10.19483 54.32901 77 10 10 Schönkirchener Str. 48, 24149 Kiel
10.09644 54.33163 79 6 6 Am Gartenheim 18, 24119 Kronshagen
10.17762 54.29739 90 8 8 Ellerbeker Weg 10, 24147 Kiel
10.13588 54.33918 80 4 4 Wrangelstr. 52, 24105 Kiel
10.17806 54.31307 80 9 9 Selenter Str. 19, 24148 Kiel
10.09316 54.34899 76 7 7 Eckernförder Str. 334, 24107 Kronshagen
10.13283 54.38373 81 12 12 Kolberger Weg 1, 24161 Altenholz
10.13082 54.3198 92 1 1 Ziegelteich 17, 24103 Kiel
10.21502 54.32392 88 13 13 Ulmenweg 2, 24149 Kiel
10.14652 54.3161 74 6 6 Sandkrug 28, 24143 Kiel
10.13939 54.33936 90 4 4 Wrangelstr. 28, 24105 Kiel
10.05758 54.34243 88 11 11 Kiewittsholm 9, 24107 Ottendorf
10.11613 54.35821 82 8 8 Projensdorfer Str. 180, 24106 Kiel
10.1337 54.33907 79 3 3 Holtenauer Str. 152, 24105 Kiel
10.12318 54.33476 88 4 4 Westring 343, 24118 Kiel
10.19891 54.28741 75 12 12 Allgäuer Str. 1, 24146 Kiel
10.11586 54.32661 77 4 4 Westring 267, 24116 Kiel
10.06702 54.28029 92 12 12 Wollbergsredder 21, 24113 Molfsee
10.10045 54.30594 79 6 6 Gärtnerstr. 34, 24113 Kiel
10.06039 54.31633 77 9 9 Mettenhofer Weg 6, 24109 Kiel
10.19551 54.29365 85 12 12 Hahnbusch 39, 24146 Kiel
10.07833 54.27969 81 10 10 Alte Ziegelei 2, 24113 Molfsee
10.17401 54.3091 86 9 9 Wohldkoppel 39, 24148 Kiel
10.14191 54.37342 76 12 12 Hünefeldstr. 1, 24159 Kiel
10.18411 54.28883 75 10 10 Kiefkamp 5, 24146 Kiel
10.18318 54.33108 76 11 11 Eekberg 7, 24149 Kiel
10.07204 54.28163 77 11 11 Rammseer Weg 57, 24113 Molfsee
10.07274 54.30202 88 10 10 Erlenhorst 21, 24111 Kiel
10.02421 54.31545 81 10 10 Dorfstr. 64, 24109 Melsdorf
10.1589 54.39533 76 15 15 Beethovenweg 13, 24159 Kiel
10.12759 54.30092 85 5 5 Schwanebeckstr. 1, 24113 Kiel
10.12707 54.35814 86 7 7 Hohenrade 15, 24106 Kiel
10.16833 54.39539 88 16 16 Fritz-Reuter-Str. 85, 24159 Kiel
10.16685 54.2916 87 9 9 Kölenberg 59, 24145 Kiel
