1501
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.06988 54.30018 61 12 12 Rendsburger Landstr. 375, 24111 Kiel
10.08954 54.34486 60 8 8 Henri-Dunant-Allee 18, 24119 Kronshagen
10.08897 54.34268 59 8 8 Elsa-Brandström-Str. 18, 24119 Kronshagen
10.12355 54.40879 61 16 16 Freesenberg 35, 24161 Altenholz
10.17408 54.32037 53 9 9 Marienwerderstr. 1, 24148 Kiel
10.06607 54.30169 60 10 10 Rendsburger Landstr. 392, 24111 Kiel
10.21329 54.32005 56 14 14 Kiebitzbek 6, 24149 Kiel
10.18538 54.29424 57 9 9 Bebelplatz 18, 24146 Kiel
10.1411 54.32962 63 2 2 Arnold-Heller-Str. 3, 24105 Kiel
10.12984 54.33508 58 3 3 Knooper Weg 141, 24118 Kiel
10.0203 54.31512 60 11 11 Moorblöcken 2, 24109 Melsdorf
10.10329 54.36313 61 11 11 Am Tannenberg 73, 24106 Kiel
10.15526 54.38443 55 13 13 Schusterkrug 6, 24159 Kiel
10.1338 54.39984 62 15 15 Aukamp 56, 24161 Altenholz
10.1085 54.30408 53 5 5 Wulfsbrook 17, 24113 Kiel
10.13112 54.36282 60 8 8 Glücksburger Str. 1, 24106 Kiel
10.10194 54.30353 59 6 6 Rendsburger Landstr. 122, 24113 Kiel
10.08087 54.33005 59 9 9 Hofbrook 8, 24119 Kronshagen
10.07439 54.36123 52 11 11 Nordseestr. 5, 24107 Kiel
10.19639 54.2858 62 13 13 Reichenhaller Str. 47, 24146 Kiel
10.12374 54.39459 53 13 13 Kronsberg 1, 24161 Altenholz
10.16487 54.3951 54 15 15 Ringelnatzstr. 33, 24159 Kiel
10.07219 54.30812 65 10 10 Am Blöcken 10, 24111 Kiel
10.08235 54.29941 59 9 9 Am Russee 6, 24111 Kiel
10.1305 54.3497 58 6 6 Kappelner Str. 1, 24106 Kiel
10.12085 54.35875 60 8 8 Flensburger Str. 67, 24106 Kiel
10.18196 54.2865 58 10 10 Elmschenhagener Allee 63, 24146 Kiel
10.13694 54.38553 65 11 11 Dänischenhagener Str. 12, 24161 Altenholz
10.13757 54.35485 55 7 7 Kiellinie 263, 24106 Kiel
10.18075 54.29808 54 9 9 Innsbrucker Allee 2, 24147 Kiel
10.15669 54.39802 56 14 14 Händelweg 101, 24159 Kiel
10.13311 54.33818 59 3 3 Knooper Weg 185, 24118 Kiel
10.12809 54.29779 55 5 5 Hofteichstr. 7, 24113 Kiel
10.17404 54.41356 57 18 18 Passatstr. 1, 24159 Kiel
10.1549 54.28772 57 11 11 Stauffenberg-Ring 19, 24145 Kiel
10.13032 54.38503 57 12 12 Posener Str. 14, 24161 Altenholz
10.07247 54.29248 53 11 11 Wiepenkrog 50, 24113 Kiel
10.07182 54.33463 52 9 9 Hindenburgstr. 18, 24119 Kronshagen
10.12499 54.3264 59 2 2 Goethestr. 10, 24116 Kiel
10.0512 54.3036 52 9 9 Wittschap 1, 24111 Kiel
10.06589 54.29291 63 12 12 Wiepenkrog 78, 24113 Kiel
10.13944 54.36199 59 9 9 Zeyestr. 25, 24106 Kiel
10.12008 54.35413 57 9 9 Steenbeker Weg 4, 24106 Kiel
10.15825 54.29169 56 9 9 Sportplatzweg 1, 24145 Kiel
10.10066 54.36865 63 11 11 Stadtparkweg 18, 24106 Kiel
10.13827 54.34273 56 5 5 Blücherplatz 14, 24105 Kiel
10.07852 54.27809 52 11 11 Hamburger Landstr. 76, 24113 Molfsee
10.06317 54.29289 52 14 14 Wiepenkrog 87, 24113 Kiel
10.13816 54.3723 54 12 12 Eckenerplatz 2, 24159 Kiel
10.12685 54.30037 56 5 5 Spolertstr. 7, 24113 Kiel
10.0566 54.32698 52 10 10 Stockholmstr. 27, 24109 Kiel
10.14878 54.30784 61 5 5 Kirchenweg 53, 24143 Kiel
10.17536 54.39107 54 15 15 Christianspries 5, 24159 Kiel
10.12436 54.4034 63 16 16 Eichenweg 1, 24161 Altenholz
10.17062 54.27402 65 11 11 Zum Forst 20, 24145 Kiel
10.15651 54.38457 59 13 13 Schusterkrug 10, 24159 Kiel
10.07698 54.28328 60 11 11 Im Wiesengrund 22, 24113 Molfsee
10.18825 54.33024 52 11 11 Turnstr. 7, 24149 Kiel
10.11441 54.32074 54 3 3 Gellertstr. 3, 24114 Kiel
10.08166 54.30301 58 11 11 Rudowweg 3, 24111 Kiel
10.12705 54.32331 55 2 2 Knooper Weg 12, 24103 Kiel
10.10117 54.29413 56 6 6 Hamburger Chaussee 244, 24113 Kiel
10.09677 54.3054 53 8 8 Hasseer Str. 47, 24113 Kiel
10.17232 54.29438 60 8 8 Schlehenkamp 3, 24146 Kiel
10.19511 54.27573 53 14 14 Bachstelzenweg 26, 24146 Kiel
10.17034 54.28292 52 10 10 Segeberger Landstr. 182, 24145 Kiel
10.1177 54.39482 58 15 15 Willy-Busch-Str. 4, 24161 Altenholz
10.06124 54.32565 62 9 9 Skandinaviendamm 250, 24109 Kiel
10.17225 54.42217 58 18 18 Langenfelde 26, 24159 Kiel
10.16821 54.42824 61 19 19 Fliegender Holländer 15, 24159 Kiel
10.06284 54.27374 59 13 13 Dorfstr. 35, 24113 Molfsee
10.1524 54.37003 59 14 14 Strandstr. 1, 24159 Kiel
10.13403 54.30585 64 3 3 Bahnhofstr. 40, 24143 Kiel
10.12819 54.32688 52 2 2 Wilhelminenstr. 34, 24103 Kiel
10.13153 54.37006 65 11 11 Mählsweg 34, 24159 Kiel
10.18304 54.3294 60 10 10 Heikendorfer Weg 9, 24149 Kiel
10.10956 54.302 62 5 5 Hamburger Chaussee 137, 24113 Kiel
10.06447 54.27758 60 12 12 Wolfskamp 2, 24113 Molfsee
10.06801 54.31224 60 9 9 Russeer Weg 110, 24109 Kiel
10.1365 54.32052 53 0 0 Hafenstr. 17, 24103 Kiel
10.1761 54.3938 59 16 16 Falckensteiner Str. 39, 24159 Kiel
10.13121 54.40588 57 16 16 Alter Kieler Weg 3, 24161 Altenholz
10.15465 54.28649 62 10 10 Stauffenberg-Ring 43, 24145 Kiel
10.11892 54.40511 64 17 17 Moorredder 19, 24161 Altenholz
10.17114 54.2924 53 8 8 Schlehenkamp 17, 24146 Kiel
10.0684 54.27631 59 12 12 Osterberg 8, 24113 Molfsee
10.15701 54.38504 57 13 13 Schusterkrug 12, 24159 Kiel
10.13193 54.37285 58 10 10 Gravensteiner Str. 4, 24159 Kiel
10.1337 54.33946 57 3 3 Holtenauer Str. 154, 24105 Kiel
10.13135 54.32363 63 1 1 Fleethörn 23, 24103 Kiel
10.13903 54.28023 60 8 8 Hopfenlandsberg 8, 24145 Kiel
10.13378 54.40089 52 15 15 Aukamp 39, 24161 Altenholz
10.13907 54.2845 63 7 7 Reesenberg 23, 24145 Kiel
10.13055 54.31492 53 1 1 Sophienblatt 42, 24103 Kiel
10.07035 54.36075 62 11 11 Nordseestr. 120, 24107 Kiel
10.03423 54.3204 58 10 10 Kählenweg 2, 24109 Melsdorf
10.07164 54.33313 56 8 8 Freesenhof 1, 24119 Kronshagen
10.07088 54.36091 61 13 13 Nordseestr. 108, 24107 Kiel
10.13794 54.32003 53 0 0 Kai-Str. 1, 24103 Kiel
10.1762 54.41586 62 19 19 Seeadlerweg 47, 24159 Kiel
10.07798 54.36354 64 11 11 Wolliner Weg 8, 24107 Kiel
10.02795 54.31674 55 10 10 Radebrüche 3, 24109 Melsdorf
10.08713 54.35288 59 8 8 Ellerkrug 1, 24107 Kiel
10.08881 54.34268 58 8 8 Elsa-Brandström-Str. 20, 24119 Kronshagen
10.098 54.33777 62 6 6 Eichkoppelweg 93, 24119 Kronshagen
10.12838 54.30016 59 6 6 Maybachstr. 9, 24113 Kiel
10.13023 54.38408 62 13 13 Posener Str. 9, 24161 Altenholz
10.19304 54.33123 53 11 11 Strohredder 17, 24149 Kiel
10.08522 54.33042 63 8 8 Bürgermeister-Drews-Str. 5, 24119 Kronshagen
10.1475 54.31234 56 5 5 Johannesstr. 45, 24143 Kiel
10.12198 54.32431 61 3 3 Eckernförder Str. 34, 24116 Kiel
10.13038 54.32006 52 1 1 Ziegelteich 23, 24103 Kiel
10.12715 54.32079 57 1 1 Exerzierplatz 10, 24103 Kiel
10.12165 54.28316 52 8 8 Hilldorn 1, 24145 Kiel
10.13152 54.38566 63 12 12 Danziger Str. 1, 24161 Altenholz
10.1293 54.32712 63 2 2 Wilhelminenstr. 32, 24103 Kiel
10.17642 54.31718 59 9 9 Peter-Hansen-Str. 1, 24148 Kiel
10.12384 54.35893 54 8 8 Hohenrade 51, 24106 Kiel
10.07581 54.33601 59 9 9 Suchsdorfer Weg 6, 24119 Kronshagen
10.12046 54.33654 59 4 4 Ludewig-Meyn-Str. 14, 24118 Kiel
10.10444 54.34947 60 7 7 Meyerhofstr. 1, 24106 Kiel
10.11722 54.3541 52 8 8 Steenbeker Weg 22, 24106 Kiel
10.17007 54.31155 57 8 8 Federmannstr. 14, 24148 Kiel
10.11919 54.33231 59 4 4 Gutenbergstr. 54, 24118 Kiel
10.08306 54.29998 52 8 8 Rendsburger Landstr. 304, 24111 Kiel
10.10207 54.34127 58 6 6 Eckernförder Str. 212, 24119 Kronshagen
10.20495 54.27725 60 16 16 Zeppelinring 141, 24146 Kiel
10.13387 54.32935 62 2 2 Preußerstr. 1, 24105 Kiel
10.16983 54.42797 55 20 20 Soling 34, 24159 Kiel
10.18995 54.28675 58 11 11 Lechweg 79, 24146 Kiel
10.06542 54.32106 55 9 9 Russeer Weg 174, 24109 Kiel
10.19662 54.27686 52 14 14 Sprosserpfad 11, 24146 Kiel
10.06708 54.27717 59 12 12 Osterberg 14, 24113 Molfsee
10.11689 54.32893 64 3 3 Eckernförder Str. 91, 24116 Kiel
10.16724 54.32274 55 8 8 Schönberger Str. 162, 24148 Kiel
10.13012 54.30285 56 5 5 Tonberg 15, 24113 Kiel
10.11924 54.3336 62 3 3 Maßmannstr. 8, 24118 Kiel
10.04915 54.34012 55 11 11 Dorfstr. 41, 24107 Ottendorf
10.13794 54.32003 52 0 0 Kai-Str. 1, 24103 Kiel
10.12254 54.31975 59 2 2 Ringstr. 95, 24114 Kiel
10.16616 54.32305 62 9 9 Julienstr. 24, 24148 Kiel
10.06718 54.35616 55 14 14 Schmiedekate 13, 24107 Kiel
10.09538 54.3458 59 8 8 Waidmannsruh 5, 24119 Kronshagen
10.12881 54.28312 52 7 7 Vörstkoppel 1, 24145 Kiel
10.07947 54.36224 53 11 11 Usedomer Weg 25, 24107 Kiel
10.10194 54.30353 60 6 6 Rendsburger Landstr. 122, 24113 Kiel
10.11693 54.40238 60 16 16 Kubitzberger Weg 2, 24161 Altenholz
10.08354 54.35737 62 9 9 Eckernförder Str. 417, 24107 Kiel
10.16078 54.28901 56 9 9 Kreisauer Ring 30, 24145 Kiel
10.12774 54.32637 64 2 2 Knooper Weg 63, 24116 Kiel
10.09076 54.33856 64 8 8 Abelweg 14, 24119 Kronshagen
10.07015 54.26681 53 12 12 Stuthagen 14, 24113 Molfsee
10.1069 54.35644 54 9 9 Charles-Roß-Ring 45, 24106 Kiel
10.12483 54.28146 59 8 8 Bustorfer Weg 66, 24145 Kiel
10.18078 54.34169 53 13 13 Hasselfelde 40, 24149 Kiel
10.17697 54.31958 63 8 8 Klausdorfer Weg 102, 24148 Kiel
10.07772 54.2765 62 11 11 Hamburger Landstr. 82, 24113 Molfsee
10.10084 54.33268 52 5 5 Eschenkamp 1, 24119 Kronshagen
10.0848 54.30256 57 9 9 Achterwehrer Str. 15, 24113 Kiel
10.06076 54.2644 56 13 13 Gannerbarg 8, 24113 Molfsee
10.01108 54.34143 63 15 15 Alte Landstr. 34, 24107 Quarnbek
10.07211 54.28181 52 11 11 Rammseer Weg 59, 24113 Molfsee
10.10956 54.302 63 5 5 Hamburger Chaussee 137, 24113 Kiel
10.16737 54.39612 57 16 16 Ringelnatzstr. 23, 24159 Kiel
10.1799 54.29701 52 9 9 Tiroler Ring 28, 24147 Kiel
10.17798 54.4129 60 19 19 Priwallstr. 26, 24159 Kiel
10.09693 54.35067 59 8 8 Klausbrooker Weg 34, 24107 Kiel
10.07507 54.28224 59 11 11 Mielkendorfer Weg 5, 24113 Molfsee
10.11485 54.32726 63 4 4 Geibelallee 1, 24116 Kiel
10.17683 54.31543 58 9 9 Nissenstr. 28, 24148 Kiel
10.17221 54.32483 52 9 9 Schönberger Str. 114, 24148 Kiel
10.18651 54.25719 55 14 14 Heidenstein 2, 24145 Kiel
10.16576 54.39433 53 15 15 Fritz-Reuter-Str. 61, 24159 Kiel
10.07269 54.27701 65 12 12 Barstenkamp 17, 24113 Molfsee
10.12031 54.40474 61 16 16 Moorredder 17, 24161 Altenholz
10.18419 54.26233 57 13 13 Zum Forst 90, 24145 Kiel
10.1539 54.28292 57 10 10 Bunsenstr. 30, 24145 Kiel
10.11308 54.38881 56 15 15 Willy-Busch-Str. 6, 24161 Altenholz
10.07147 54.30916 58 10 10 Köpenicker Str. 50, 24111 Kiel
10.1065 54.32378 57 4 4 Langenbeckstr. 65, 24116 Kiel
10.15454 54.39508 62 16 16 Wagnerring 78, 24159 Kiel
10.16397 54.3017 63 7 7 Preetzer Str. 222, 24147 Kiel
10.17901 54.30117 58 8 8 Weinberg 2, 24147 Kiel
10.06823 54.30482 56 12 12 Russeer Weg 32, 24111 Kiel
10.18709 54.34081 59 12 12 Dietrichsdorfer Höhe 1, 24149 Kiel
10.15768 54.42254 53 20 20 Alter Kirchweg 20, 24159 Kiel
10.12006 54.40361 63 16 16 Rehwinkel 29, 24161 Altenholz
10.12864 54.31249 64 2 2 Sophienblatt 33, 24114 Kiel
10.14067 54.3067 61 4 4 Buschfeldstr. 14, 24143 Kiel
10.0699 54.26579 56 12 12 Kolberg 1, 24113 Molfsee
10.1289 54.32231 59 2 2 Dammstr. 21, 24103 Kiel
10.10826 54.32682 62 4 4 Kronshagener Weg 90, 24116 Kiel
10.12046 54.39743 63 14 14 Struckbrook 26, 24161 Altenholz
10.11546 54.32605 61 4 4 Westring 256, 24116 Kiel
10.17901 54.30117 60 8 8 Weinberg 2, 24147 Kiel
10.09693 54.35067 62 8 8 Klausbrooker Weg 34, 24107 Kiel
10.12644 54.28515 57 7 7 Kieler Weg 117, 24145 Kiel
10.13678 54.28332 54 7 7 Steinjörgen 3, 24145 Kiel
10.07421 54.30108 52 9 9 Erlenhorst 2, 24111 Kiel
10.03981 54.34311 58 13 13 Zum Wasserblöcken 14, 24107 Ottendorf
10.14237 54.37194 53 13 13 Wullestr. 3, 24159 Kiel
10.12675 54.37065 53 11 11 Waffenschmiede 36, 24159 Kiel
10.13557 54.39098 64 13 13 Rote Kate 16, 24161 Altenholz
10.1293 54.32712 62 2 2 Wilhelminenstr. 32, 24103 Kiel
10.13088 54.41059 63 15 15 Erdbeerfeld 2, 24161 Altenholz
10.13128 54.34438 59 5 5 Kleiststr. 39, 24118 Kiel
10.1568 54.40369 52 16 16 Dorf 10, 24159 Kiel
10.07151 54.26742 54 12 12 Stuthagen 30, 24113 Molfsee
10.07293 54.35643 63 11 11 Kellerkate 1, 24107 Kiel
10.08074 54.36168 61 10 10 Von-der-Wisch-Str. 37, 24107 Kiel
10.10777 54.35893 58 9 9 Charles-Roß-Ring 86, 24106 Kiel
10.0619 54.35479 58 12 12 Schwartenbeker Weg 67, 24107 Kiel
10.15793 54.40399 59 15 15 Dorf 11, 24159 Kiel
10.14894 54.31135 64 6 6 Stoschstr. 1, 24143 Kiel
10.14921 54.30917 59 5 5 Gaußstr. 35, 24143 Kiel
10.03138 54.31831 52 10 10 Dorfstr. 9, 24109 Melsdorf
10.12843 54.34526 59 5 5 Westring 485, 24118 Kiel
10.12217 54.32971 59 3 3 Freiligrathstr. 2, 24116 Kiel
10.13656 54.34028 62 5 5 Gefionstr. 2, 24105 Kiel
10.15705 54.39638 63 16 16 Bachweg 1, 24159 Kiel
10.03533 54.31864 62 10 10 Schneiderkoppel 27, 24109 Melsdorf
10.14764 54.31502 59 6 6 Norddeutsche Str. 25, 24143 Kiel
10.13922 54.34705 61 5 5 Feldstr. 172, 24105 Kiel
10.19384 54.33706 58 12 12 Masurenring 3, 24149 Kiel
10.13283 54.38373 64 12 12 Kolberger Weg 1, 24161 Altenholz
10.15701 54.38504 55 13 13 Schusterkrug 12, 24159 Kiel
10.20104 54.28753 57 12 12 Sonthofener Str. 31, 24146 Kiel
10.13184 54.31902 57 1 1 Ziegelteich 14, 24103 Kiel
10.17613 54.26588 56 12 12 Am Teich 11, 24145 Kiel
10.10683 54.29471 65 7 7 Vieburger Weg 1, 24113 Kiel
10.16943 54.31375 65 8 8 Franziusallee 131, 24148 Kiel
10.11314 54.27975 54 10 10 Goldregenholz 2, 24145 Kiel
10.12083 54.40299 56 16 16 Klausdorfer Str. 93, 24161 Altenholz
10.19304 54.33123 52 11 11 Strohredder 17, 24149 Kiel
10.16409 54.42048 56 18 18 Schilkseer Str. 153, 24159 Kiel
10.08651 54.35512 60 9 9 Eckernförder Str. 399, 24107 Kiel
10.15833 54.28669 64 10 10 Bonhoeffer-Weg 38, 24145 Kiel
10.12383 54.39598 60 14 14 Klintenberg 20, 24161 Altenholz
10.14582 54.31581 57 6 6 Raaschstr. 2, 24143 Kiel
10.08457 54.35391 64 9 9 Ellerkrug 35, 24107 Kiel
10.18421 54.30019 53 9 9 Grazer Str. 1, 24147 Kiel
10.14912 54.31406 60 6 6 Augustenstr. 47, 24143 Kiel
10.14341 54.37437 52 12 12 Herwarthstr. 1, 24159 Kiel
10.1614 54.29015 52 9 9 Elisabeth-Gloeden-Ring 9, 24145 Kiel
10.12535 54.39874 63 15 15 Am Buchholz 7, 24161 Altenholz
10.18194 54.31738 52 9 9 Philipp-Reis-Weg 2, 24148 Kiel
10.19173 54.33594 54 11 11 Johannisburger Str. 8, 24149 Kiel
10.16146 54.41021 64 17 17 Seekamper Weg 14, 24159 Kiel
10.2041 54.31895 54 12 12 Wehdenweg 137, 24148 Kiel
10.06434 54.26423 60 12 12 Schulstr. 4, 24113 Molfsee
10.15739 54.3848 54 13 13 Schusterkrug 13, 24159 Kiel
10.13844 54.29881 62 5 5 Diedrichstr. 31, 24143 Kiel
10.08683 54.33184 57 6 6 Redder 3, 24119 Kronshagen
10.07434 54.35231 53 11 11 Kahler Berg 29, 24107 Kiel
10.13525 54.38155 60 11 11 Dänischenhagener Str. 1, 24159 Altenholz
10.08081 54.36136 59 10 10 Von-der-Wisch-Str. 33, 24107 Kiel
10.00615 54.3428 57 16 16 Alte Landstr. 50, 24107 Quarnbek
10.1301 54.32688 58 2 2 Blumenstr. 2, 24103 Kiel
10.12939 54.357 63 7 7 Flensburger Str. 4, 24106 Kiel
10.17826 54.27024 59 12 12 Petersilienweg 8, 24145 Kiel
10.1342 54.32177 54 1 1 Fleethörn 18, 24103 Kiel
10.1436 54.31264 59 5 5 Pastor-Gosch-Weg 1, 24143 Kiel
10.09865 54.30641 63 7 7 Gärtnerstr. 54, 24113 Kiel
10.11564 54.3327 63 3 3 Gutenbergstr. 76, 24118 Kiel
10.13313 54.33446 62 3 3 Holtenauer Str. 67, 24105 Kiel
10.16921 54.42319 55 19 19 Algenweg 1, 24159 Kiel
10.18071 54.29046 54 10 10 Elmschenhagener Allee 21, 24146 Kiel
10.03392 54.3174 59 10 10 Kieler Weg 3, 24109 Melsdorf
10.16424 54.27837 60 10 10 Edisonstr. 50, 24145 Kiel
10.13119 54.38358 64 13 13 Danziger Str. 15, 24161 Altenholz
10.17717 54.30554 52 9 9 Ellerbeker Weg 125, 24147 Kiel
10.16019 54.31213 64 6 6 Erich-Kästner-Weg 21, 24143 Kiel
10.12368 54.31283 53 2 2 Michelsenstr. 15, 24114 Kiel
10.17738 54.39246 63 16 16 Möhrkestr. 11, 24159 Kiel
10.12536 54.30972 61 3 3 Königsweg 88, 24114 Kiel
10.15918 54.39617 52 15 15 Brahmsweg 16, 24159 Kiel
10.13467 54.38102 59 10 10 Boelckestr. 85, 24159 Altenholz
10.18228 54.32987 61 11 11 Heikendorfer Weg 31, 24149 Kiel
10.13409 54.33281 59 2 2 Schauenburgerstr. 26, 24105 Kiel
10.11433 54.30417 64 4 4 Hamburger Chaussee 88, 24113 Kiel
10.05958 54.26905 52 14 14 Dorfstr. 23, 24113 Molfsee
10.09341 54.3191 58 6 6 Hasselrade 10, 24114 Kiel
10.14233 54.34143 54 5 5 Esmarchstr. 3, 24105 Kiel
10.06823 54.26696 60 11 11 Hamburger Chaussee 39, 24113 Molfsee
10.15651 54.38457 61 13 13 Schusterkrug 10, 24159 Kiel
10.18139 54.33095 54 11 11 Moorblöcken 15, 24149 Kiel
10.13489 54.38858 62 13 13 Elbinger Weg 50, 24161 Altenholz
10.13136 54.33692 54 3 3 Olshausenstr. 4, 24118 Kiel
10.1331 54.32894 56 1 1 Holtenauer Str. 3, 24103 Kiel
10.08304 54.33568 62 8 8 Meddagskamp 31, 24119 Kronshagen
10.12233 54.34417 55 5 5 Neufeldstr. 7, 24118 Kiel
10.12365 54.39566 58 14 14 Klintenberg 3, 24161 Altenholz
10.02998 54.3132 62 9 9 Bahnhofstr. 21, 24109 Melsdorf
10.17816 54.31367 63 9 9 August-Sievers-Ring 1, 24148 Kiel
10.18113 54.32648 61 10 10 Am Seefischmarkt 10, 24148 Kiel
10.15565 54.34047 59 4 4 Carl-Loewe-Weg 3, 24105 Kiel
10.1832 54.33705 62 12 12 Salzredder 2, 24149 Kiel
10.06426 54.32019 54 11 11 Göteborgring 2, 24109 Kiel
10.0251 54.31882 54 11 11 Karkkamp 17, 24109 Melsdorf
10.04727 54.32702 59 11 11 Turkuring 7, 24109 Kiel
10.16506 54.29031 63 9 9 Segeberger Landstr. 91, 24145 Kiel
10.13889 54.35818 60 10 10 Warnemünder Str. 22, 24106 Kiel
10.12933 54.315 55 1 1 Ringstr. 13, 24114 Kiel
10.11466 54.32531 55 4 4 Gravelottestr. 10, 24116 Kiel
10.15394 54.28399 59 10 10 Bunsenstr. 32, 24145 Kiel
10.13167 54.36293 56 8 8 Schleusenstr. 11, 24106 Kiel
10.11238 54.29365 60 8 8 Brüggerfelde 2, 24113 Kiel
10.13368 54.34011 59 3 3 Holtenauer Str. 160, 24105 Kiel
10.1316 54.38841 56 12 12 Tilsiter Weg 1, 24161 Altenholz
10.17243 54.39437 59 17 17 Timm-Kröger-Str. 5, 24159 Kiel
10.08287 54.33327 65 7 7 Wendenstr. 16, 24119 Kronshagen
10.13179 54.3367 60 3 3 Beselerallee 70, 24105 Kiel
10.08426 54.41284 63 19 19 Dehnhöft 7, 24161 Altenholz
10.16726 54.31506 64 7 7 Ostring 318, 24148 Kiel
10.14952 54.29844 59 7 7 Segeberger Landstr. 2, 24145 Kiel
10.06883 54.33676 61 9 9 Wiesenblick 1, 24107 Ottendorf
10.15546 54.27986 57 10 10 Bunsenstr. 6, 24145 Kiel
10.1195 54.31476 55 3 3 Hasselmannstr. 9, 24114 Kiel
10.11211 54.31147 53 5 5 Saarbrückenstr. 25, 24114 Kiel
10.14327 54.30993 59 5 5 Kirchenweg 1, 24143 Kiel
10.13914 54.35472 57 8 8 Kiellinie 249, 24106 Kiel
10.16992 54.42302 65 19 19 Seesternweg 9, 24159 Kiel
10.12461 54.31698 54 2 2 Ringstr. 50, 24103 Kiel
10.10211 54.273 63 10 10 Kleinflintbeker Weg 10, 24145 Kiel
10.12873 54.31696 60 1 1 Lerchenstr. 18, 24103 Kiel
10.12616 54.30411 59 3 3 Alte Lübecker Chaussee 41, 24113 Kiel
10.17915 54.2938 53 10 10 Rüsterstr. 30, 24146 Kiel
10.11833 54.32652 56 3 3 Metzstr. 3, 24116 Kiel
10.16041 54.28199 53 11 11 Maria-Merian-Str. 7, 24145 Kiel
10.09764 54.34034 55 6 6 Siedlerkamp 1, 24119 Kronshagen
10.19288 54.3238 56 11 11 Neumühlener Str. 76, 24148 Kiel
10.14822 54.2641 56 9 9 Steindamm 129, 24145 Kiel
10.03508 54.31679 59 10 10 Kieler Weg 5, 24109 Melsdorf
10.12707 54.34206 65 5 5 Westring 444, 24118 Kiel
10.17443 54.32282 52 9 9 Danziger Str. 30, 24148 Kiel
10.13011 54.33835 57 4 4 Samwerstr. 33, 24118 Kiel
10.07196 54.27907 54 13 13 Barstenkamp 52, 24113 Molfsee
10.19661 54.33061 64 11 11 Steertsraderedder 1, 24149 Kiel
10.1346 54.36518 52 9 9 Am Kiel-Kanal 44, 24106 Kiel
10.12866 54.37076 57 11 11 Waffenschmiede 1, 24159 Kiel
10.15896 54.39471 59 16 16 Beethovenweg 53, 24159 Kiel
10.087 54.33119 56 6 6 Kieler Str. 62, 24119 Kronshagen
10.16672 54.41863 63 18 18 Auf der Wurth 11, 24159 Kiel
10.13343 54.36997 61 11 11 Jaegerallee 3, 24159 Kiel
10.13164 54.35513 62 6 6 Mercatorstr. 1, 24106 Kiel
10.14018 54.3327 59 3 3 Feldstr. 14, 24105 Kiel
10.16382 54.29022 59 9 9 Schoolkamp 99, 24145 Kiel
10.13794 54.30024 63 5 5 Diedrichstr. 9, 24143 Kiel
10.13304 54.34594 56 5 5 Holtenauer Str. 232, 24105 Kiel
10.13238 54.37255 64 11 11 Gravensteiner Str. 21, 24159 Kiel
10.10584 54.29838 52 6 6 Hamburger Chaussee 196, 24113 Kiel
10.13321 54.32902 59 2 2 Holtenauer Str. 6, 24105 Kiel
10.06638 54.31559 52 9 9 Bahrenbrooker Weg 2, 24109 Kiel
10.17413 54.30852 60 9 9 Tröndelweg 35, 24148 Kiel
10.12764 54.31143 54 2 2 Sophienblatt 64, 24114 Kiel
10.02996 54.3501 63 14 14 Wiedenkamp 5, 24107 Quarnbek
10.121 54.37047 58 12 12 Friedrich-Voß-Ufer 57, 24161 Altenholz
10.12708 54.40399 57 15 15 Altenholzer Str. 10, 24161 Altenholz
10.09013 54.32176 59 6 6 Gartenkoppel 1, 24109 Kiel
10.15318 54.29445 65 7 7 Segeberger Landstr. 19, 24145 Kiel
10.13931 54.34135 54 4 4 Esmarchstr. 21, 24105 Kiel
10.16806 54.32287 56 8 8 Schönberger Str. 161, 24148 Kiel
10.17506 54.29201 57 9 9 Im Dorfe 4, 24146 Kiel
10.12155 54.39532 53 13 13 Klausdorfer Str. 14, 24161 Altenholz
10.2149 54.32085 55 13 13 Kiebitzbek 1, 24149 Kiel
10.09265 54.31003 60 7 7 Schönwohlder Weg 2, 24113 Kiel
10.1688 54.39151 54 15 15 Julius-Fürst-Weg 99, 24159 Kiel
10.16699 54.31787 63 8 8 Franziusallee 33, 24148 Kiel
10.07905 54.33653 63 9 9 Holländerey 5, 24119 Kronshagen
10.12876 54.31582 52 1 1 Hopfenstr. 31, 24103 Kiel
10.07083 54.33529 59 9 9 Herrenwiese 21, 24119 Kronshagen
10.07955 54.36001 58 10 10 Eckernförder Str. 452, 24107 Kiel
10.07815 54.36336 54 11 11 Wolliner Weg 10, 24107 Kiel
10.13667 54.34696 60 5 5 Düvelsbeker Weg 27, 24105 Kiel
10.17062 54.39313 52 18 18 Brüttweg 1, 24159 Kiel
10.14952 54.33605 53 3 3 Luisenweg 12, 24105 Kiel
10.18612 54.32997 53 11 11 Probsteier Platz 20, 24149 Kiel
10.14458 54.30876 58 5 5 Kirchenweg 18, 24143 Kiel
10.16068 54.39845 52 17 17 Wilhelm-Lobsien-Weg 12, 24159 Kiel
10.11178 54.33321 53 4 4 Eckernförder Str. 153, 24116 Kiel
10.1313 54.31593 65 2 2 Sophienblatt 36, 24103 Kiel
10.1829 54.33319 55 11 11 Heikendorfer Weg 68, 24149 Kiel
10.19562 54.28695 65 13 13 Innweg 2, 24146 Kiel
10.01757 54.31566 54 11 11 Quarnbeker Weg 1, 24109 Melsdorf
