2001
10.13847 54.32255 0 0 0 Holstenstr. 12, 24103 Kiel
10.15148 54.33532 45 3 3 Düsternbrooker Weg 75, 24105 Kiel
10.18355 54.2855 48 11 11 Am Wellsee 14, 24146 Kiel
10.19759 54.2802 48 13 13 Rönner Weg 74, 24146 Kiel
10.18502 54.32474 42 9 9 Gabelsbergerstr. 13, 24148 Kiel
10.15825 54.29169 47 9 9 Sportplatzweg 1, 24145 Kiel
10.13816 54.3723 41 12 12 Eckenerplatz 2, 24159 Kiel
10.08605 54.31903 47 6 6 Hofholzallee 41, 24109 Kiel
10.12507 54.28109 47 9 9 Langkoppel 2, 24145 Kiel
10.16099 54.39911 40 18 18 Wilhelm-Lobsien-Weg 4, 24159 Kiel
10.0859 54.29961 44 8 8 Rendsburger Landstr. 246, 24113 Kiel
10.18726 54.28301 48 11 11 Am Wellsee 42, 24146 Kiel
10.11436 54.31627 40 3 3 Lutherstr. 29, 24114 Kiel
10.08223 54.2999 46 8 8 Rendsburger Landstr. 306, 24111 Kiel
10.10327 54.309 40 5 5 Saarbrückenstr. 154, 24113 Kiel
10.11759 54.3573 44 8 8 Projensdorfer Str. 174, 24106 Kiel
10.12431 54.34086 39 4 4 Heinrich-Hecht-Platz 10, 24118 Kiel
10.16175 54.39026 46 15 15 Fritz-Reuter-Str. 19, 24159 Kiel
10.13775 54.37498 47 12 12 Nehringweg 1, 24159 Kiel
10.08101 54.36188 40 10 10 Von-der-Wisch-Str. 49, 24107 Kiel
10.1674 54.28786 45 9 9 Schoolkamp 1, 24145 Kiel
10.13184 54.28842 42 6 6 Kieler Weg 179, 24145 Kiel
10.1383 54.27979 39 8 8 Barkauer Str. 109, 24145 Kiel
10.11401 54.3152 46 4 4 Lüdemannstr. 32, 24114 Kiel
10.06282 54.26449 44 12 12 Schulberg 2, 24113 Molfsee
10.11564 54.3327 46 3 3 Gutenbergstr. 76, 24118 Kiel
10.07211 54.28181 47 11 11 Rammseer Weg 59, 24113 Molfsee
10.17564 54.40132 47 19 19 Grüffkamp 31, 24159 Kiel
10.17683 54.31543 48 9 9 Nissenstr. 28, 24148 Kiel
10.11251 54.30342 47 4 4 Diesterweg-Str. 3, 24113 Kiel
10.07875 54.28154 44 10 10 Mielkendorfer Weg 4, 24113 Molfsee
10.07233 54.36181 44 11 11 Pellwormer Weg 31, 24107 Kiel
10.05601 54.32657 46 10 10 Stockholmstr. 5, 24109 Kiel
10.06768 54.30345 47 11 11 Russeer Weg 12, 24111 Kiel
10.12633 54.35445 46 8 8 Elendsredder 19, 24106 Kiel
10.13066 54.31827 44 1 1 Hopfenstr. 65, 24103 Kiel
10.1379 54.34133 48 5 5 Esmarchstr. 25, 24105 Kiel
10.07556 54.30723 46 13 13 Wannseebogen 9, 24111 Kiel
10.12839 54.31905 48 1 1 Prüne 4, 24103 Kiel
10.16724 54.32274 39 8 8 Schönberger Str. 162, 24148 Kiel
10.07947 54.29427 39 10 10 Damaschkeweg 2, 24113 Kiel
10.13588 54.33918 48 4 4 Wrangelstr. 52, 24105 Kiel
10.18577 54.2894 42 10 10 Franzensbader Str. 11, 24146 Kiel
10.12632 54.333 40 3 3 Lindenstr. 8, 24118 Kiel
10.14635 54.36924 43 13 13 Kanalstr. 45, 24159 Kiel
10.06851 54.33404 45 9 9 Alter Kirchsteig 1, 24119 Kronshagen
10.14611 54.31296 45 5 5 Johannesstr. 27, 24143 Kiel
10.16617 54.42087 44 18 18 Schilkseer Str. 161, 24159 Kiel
10.10357 54.3075 47 6 6 Christianistr. 83, 24113 Kiel
10.06997 54.35221 44 12 12 Weiden 24, 24107 Kiel
10.1692 54.30095 40 8 8 Rehhorst 11, 24147 Kiel
10.13254 54.38884 47 14 14 Tilsiter Weg 62, 24161 Altenholz
10.10257 54.30459 47 6 6 Streitkamp 7, 24113 Kiel
10.07199 54.28127 40 11 11 Rammseer Weg 55, 24113 Molfsee
10.1301 54.32688 47 2 2 Blumenstr. 2, 24103 Kiel
10.13654 54.31465 41 5 5 Am Germaniahafen 1, 24143 Kiel
10.05818 54.25791 45 14 14 Möwenstr. 34, 24113 Molfsee
10.13803 54.32093 40 0 0 Holstenbrücke 26, 24103 Kiel
10.18207 54.33643 43 13 13 Salzredder 10, 24149 Kiel
10.11863 54.40453 44 16 16 Peerkoppel 9, 24161 Altenholz
10.13265 54.32903 49 3 3 Jägersberg 6, 24103 Kiel
10.16911 54.28142 44 11 11 Segeberger Landstr. 198, 24145 Kiel
10.13332 54.31933 47 1 1 Holstenstr. 92, 24103 Kiel
10.13816 54.33796 40 4 4 Adolfplatz 6, 24105 Kiel
10.09548 54.30264 46 8 8 Hasseer Str. 81, 24113 Kiel
10.12895 54.3343 40 3 3 Alsenstr. 2, 24118 Kiel
10.15013 54.39956 41 16 16 Friedrichsruher Weg 198, 24159 Kiel
10.14016 54.28232 42 9 9 Reesenberg 39, 24145 Kiel
10.12938 54.33421 48 3 3 Knooper Weg 140, 24118 Kiel
10.12413 54.28072 46 8 8 Schierenblek 2, 24145 Kiel
10.10346 54.29249 45 7 7 Am Sandberg 27, 24113 Kiel
10.14634 54.33641 42 3 3 Niemannsweg 46, 24105 Kiel
10.13271 54.31624 47 1 1 Auguste-Viktoria-Str. 16, 24103 Kiel
10.13012 54.30285 47 5 5 Tonberg 15, 24113 Kiel
10.13081 54.36128 40 8 8 Schleusenstr. 3, 24106 Kiel
10.07749 54.3003 46 11 11 Rendsburger Landstr. 331, 24111 Kiel
10.14595 54.37211 39 13 13 Lütjohannstr. 3, 24159 Kiel
10.12426 54.31161 48 2 2 Königsweg 80, 24114 Kiel
10.10187 54.30553 43 7 7 Streitkamp 1, 24113 Kiel
10.06594 54.31789 48 9 9 Russeer Weg 144, 24109 Kiel
10.21486 54.32138 40 13 13 Oppendorfer Weg 52, 24149 Kiel
10.07542 54.2747 42 11 11 Hamburger Landstr. 102, 24113 Molfsee
10.17318 54.31005 49 9 9 Wohldkoppel 1, 24148 Kiel
10.2041 54.31895 44 12 12 Wehdenweg 137, 24148 Kiel
10.07421 54.30108 46 9 9 Erlenhorst 2, 24111 Kiel
10.14255 54.31093 45 4 4 Karlstal 18, 24143 Kiel
10.1271 54.39871 46 14 14 Langkoppel 33, 24161 Altenholz
10.13807 54.32177 45 0 0 Wall 2, 24103 Kiel
10.1799 54.29701 40 9 9 Tiroler Ring 28, 24147 Kiel
10.08125 54.35897 44 9 9 Eckernförder Str. 441, 24107 Kiel
10.14619 54.27688 47 9 9 Borsigstr. 6, 24145 Kiel
10.14588 54.37106 46 13 13 Grimmstr. 1, 24159 Kiel
10.13138 54.31604 42 2 2 Sophienblatt 30, 24103 Kiel
10.14028 54.27872 43 8 8 Barkauer Str. 119, 24145 Kiel
10.13695 54.30717 39 3 3 Schwedendamm 21, 24143 Kiel
10.07589 54.27514 45 11 11 Hamburger Landstr. 96, 24113 Molfsee
10.14011 54.33517 40 3 3 Feldstr. 38, 24105 Kiel
10.12992 54.34147 41 5 5 Niebuhrstr. 34, 24118 Kiel
10.07714 54.3348 43 9 9 Zu den Eichen 3, 24119 Kronshagen
10.20563 54.28028 42 16 16 Partenkirchener Str. 35, 24146 Kiel
10.07317 54.31435 43 9 9 Melsdorfer Str. 62, 24109 Kiel
10.17335 54.31785 43 10 10 Hangstr. 16, 24148 Kiel
10.07654 54.33369 46 8 8 Vogteiweg 9, 24119 Kronshagen
10.07424 54.28001 41 11 11 Rammseer Weg 12, 24113 Molfsee
10.11675 54.35419 47 8 8 Steenbeker Weg 24, 24106 Kiel
10.0561 54.328 46 12 12 Stockholmstr. 51, 24109 Kiel
10.12961 54.38703 40 12 12 Memeler Str. 2, 24161 Altenholz
10.17326 54.41389 48 18 18 Graf-Luckner-Str. 18, 24159 Kiel
10.21034 54.3212 40 13 13 Spitzenkamp 36, 24149 Kiel
10.11557 54.2824 40 9 9 Am Biberbach 18, 24145 Kiel
10.13347 54.3045 41 5 5 Oldesloer Str. 1, 24143 Kiel
10.18661 54.28514 46 11 11 Pottberghöhe 11, 24146 Kiel
10.12982 54.2833 47 7 7 Olbarg 1, 24145 Kiel
10.1196 54.40555 44 16 16 Moorredder 24, 24161 Altenholz
10.15766 54.29218 43 8 8 Segeberger Landstr. 45, 24145 Kiel
10.12617 54.31185 46 2 2 Sachaustr. 4, 24114 Kiel
10.0837 54.33673 44 8 8 Fierabendwinkel 43, 24119 Kronshagen
10.07155 54.26337 43 12 12 Buschkoppel 14, 24113 Molfsee
10.19146 54.29165 42 10 10 Troppauer Str. 39, 24146 Kiel
10.13963 54.33436 40 3 3 Lornsenstr. 21, 24105 Kiel
10.15356 54.3962 43 16 16 Wagnerring 28, 24159 Kiel
10.04901 54.3406 45 11 11 Dorfstr. 36, 24107 Ottendorf
10.17849 54.32469 40 10 10 Radsredder 2, 24148 Kiel
10.13456 54.3299 43 2 2 Preußerstr. 11, 24105 Kiel
10.14927 54.30506 46 5 5 Blitzstr. 41, 24143 Kiel
10.0879 54.2826 47 10 10 Eschenbrook 21, 24113 Molfsee
10.16414 54.30243 40 7 7 Feldscheide 1, 24147 Kiel
10.1407 54.28791 42 7 7 Poppenbrügger Weg 34, 24145 Kiel
10.13007 54.33746 47 3 3 Olshausenstr. 10, 24118 Kiel
10.19653 54.27624 44 14 14 Sprosserpfad 17, 24146 Kiel
10.15876 54.29024 44 8 8 Liselotte-Hermann-Str. 17, 24145 Kiel
10.13289 54.35439 47 7 7 Danckwerthstr. 3, 24106 Kiel
10.19633 54.27939 44 16 16 Rohrsängerweg 60, 24146 Kiel
10.14952 54.29844 40 7 7 Segeberger Landstr. 2, 24145 Kiel
10.13164 54.35513 44 6 6 Mercatorstr. 1, 24106 Kiel
10.19304 54.33123 46 11 11 Strohredder 17, 24149 Kiel
10.13011 54.40517 45 17 17 Lärchenweg 9, 24161 Altenholz
10.10919 54.36224 47 9 9 Projensdorfer Str. 231, 24106 Kiel
10.06222 54.26011 45 13 13 Hamburger Chaussee 4, 24113 Molfsee
10.12684 54.33042 40 2 2 Jahnstr. 2, 24116 Kiel
10.164 54.38813 44 14 14 Fritz-Reuter-Str. 10, 24159 Kiel
10.13821 54.3064 47 4 4 Zum Brook 2, 24143 Kiel
10.17949 54.33109 44 11 11 Moorblöcken 1, 24149 Kiel
10.07464 54.36187 48 11 11 Alte Chaussee 2, 24107 Kiel
10.10494 54.27424 42 9 9 Meimersdorfer Weg 229, 24145 Kiel
10.11136 54.35744 41 9 9 Charles-Roß-Ring 89, 24106 Kiel
10.1662 54.4215 48 18 18 Schaapkoppel 5, 24159 Kiel
9.97282 54.32549 46 15 15 Schüttenredder 13, 24107 Quarnbek
10.11635 54.29563 40 7 7 Krummbogen 80, 24113 Kiel
10.18213 54.2983 42 9 9 Landecker Weg 51, 24147 Kiel
10.16734 54.31736 40 7 7 Franziusallee 39, 24148 Kiel
10.18507 54.28553 46 11 11 Pottberg 2, 24146 Kiel
10.18275 54.32525 47 10 10 Altenteichstr. 1, 24148 Kiel
10.07095 54.36127 42 13 13 Pellwormer Weg 53, 24107 Kiel
10.11667 54.40067 48 16 16 Am Dehnberg 3, 24161 Altenholz
10.1426 54.33643 47 4 4 Beselerallee 14, 24105 Kiel
10.12984 54.33508 42 3 3 Knooper Weg 141, 24118 Kiel
10.07415 54.27792 42 13 13 Barstenkamp 2, 24113 Molfsee
10.08851 54.34268 43 8 8 Elsa-Brandström-Str. 53, 24119 Kronshagen
10.15017 54.36942 40 13 13 Kanalstr. 55, 24159 Kiel
10.055 54.33366 45 12 12 Lofotenweg 192, 24109 Kiel
10.01625 54.33973 46 15 15 Petersilienweg 2, 24107 Quarnbek
10.13259 54.33171 40 2 2 Jungmannstr. 38, 24105 Kiel
10.1383 54.27979 46 8 8 Barkauer Str. 109, 24145 Kiel
10.10908 54.32178 45 4 4 Virchowstr. 20, 24116 Kiel
10.13886 54.34442 43 5 5 Bülowstr. 21, 24105 Kiel
10.08874 54.41368 41 19 19 Dehnhöft 8, 24161 Altenholz
10.13903 54.28023 46 8 8 Hopfenlandsberg 8, 24145 Kiel
10.11136 54.35744 39 9 9 Charles-Roß-Ring 89, 24106 Kiel
10.12615 54.33202 45 2 2 Saldernstr. 12, 24118 Kiel
10.14728 54.31298 40 5 5 Elisabethstr. 44, 24143 Kiel
10.09767 54.31929 46 5 5 Diekweg 3, 24114 Kiel
10.11593 54.35433 46 8 8 Steenbeker Weg 31, 24106 Kiel
10.14318 54.34165 42 5 5 Esmarchstr. 12, 24105 Kiel
10.17339 54.3243 45 9 9 Kieler Kuhle 3, 24148 Kiel
10.1202 54.33954 45 5 5 Olshausenstr. 62, 24118 Kiel
10.12759 54.32383 40 2 2 Waisenhofstr. 44, 24103 Kiel
10.13083 54.28603 41 6 6 Bormkamp 19, 24145 Kiel
10.11941 54.30228 40 4 4 Krusenrotter Weg 61, 24113 Kiel
10.07265 54.30054 44 9 9 Rendsburger Landstr. 354, 24111 Kiel
10.12735 54.33601 47 3 3 Waitzstr. 96, 24118 Kiel
10.13447 54.3353 43 3 3 Waitzstr. 44, 24105 Kiel
10.06771 54.31674 42 10 10 Hofholzallee 217, 24109 Kiel
10.12358 54.40766 44 16 16 Dorfkoppel 9, 24161 Altenholz
10.07367 54.33128 42 8 8 Claus-Sinjen-Str. 1, 24119 Kronshagen
10.17107 54.39213 47 17 17 Oldestr. 40, 24159 Kiel
10.13499 54.27991 48 9 9 Radewisch 90, 24145 Kiel
10.12159 54.28262 41 8 8 Lütt Steenbusch 41, 24145 Kiel
10.135 54.41221 40 16 16 Teichkoppel 66, 24161 Altenholz
10.12876 54.31582 46 1 1 Hopfenstr. 31, 24103 Kiel
10.02592 54.33524 44 15 15 Dorotheenthal 1, 24107 Quarnbek
10.07192 54.33491 42 9 9 Hindenburgstr. 16, 24119 Kronshagen
10.13899 54.36874 43 12 12 Schleuseninsel 6, 24159 Kiel
10.10456 54.32874 44 4 4 Dehnckestr. 1, 24116 Kiel
10.11025 54.35826 44 9 9 Frerich-Frerichs-Allee 21, 24106 Kiel
10.06863 54.26423 47 12 12 Tunnelstr. 2, 24113 Molfsee
10.13744 54.30082 46 5 5 Diedrichstr. 5, 24143 Kiel
10.16768 54.31184 47 7 7 Grabastr. 91, 24148 Kiel
10.16789 54.43065 42 20 20 Soling 10, 24159 Kiel
10.16288 54.30831 48 9 9 Poppenrade 53, 24148 Kiel
10.15084 54.31649 39 5 5 Werftstr. 112, 24143 Kiel
10.05142 54.31845 41 10 10 Osloring 10, 24109 Kiel
10.17034 54.39257 46 18 18 Julius-Fürst-Weg 30, 24159 Kiel
9.99284 54.34124 43 17 17 Mönkbergseck 16, 24107 Quarnbek
10.19223 54.28705 41 11 11 Isarweg 50, 24146 Kiel
10.12349 54.39578 44 14 14 Klintenberg 18, 24161 Altenholz
10.18043 54.30068 48 9 9 Tiroler Ring 252, 24147 Kiel
10.19068 54.28027 45 12 12 Am Wellsee 61, 24146 Kiel
10.0807 54.33534 46 8 8 Max-Bierend-Weg 2, 24119 Kronshagen
10.06716 54.30092 42 10 10 Rendsburger Landstr. 386, 24111 Kiel
10.12057 54.33442 47 4 4 Schauenburgerstr. 116, 24118 Kiel
10.07649 54.3631 39 11 11 Ostseestr. 29, 24107 Kiel
10.14798 54.30034 41 6 6 Hohwachter Weg 33, 24143 Kiel
10.16069 54.39256 47 15 15 Fritz-Reuter-Str. 34, 24159 Kiel
10.12278 54.39683 41 14 14 Klintenberg 54, 24161 Altenholz
9.98875 54.33379 41 15 15 Ziegelhofer Weg 1, 24107 Quarnbek
10.07136 54.36067 43 11 11 Nordseestr. 17, 24107 Kiel
10.17075 54.31087 44 8 8 Franziusallee 199, 24148 Kiel
10.17062 54.27402 42 11 11 Zum Forst 20, 24145 Kiel
10.1539 54.39613 47 16 16 Wagnerring 58, 24159 Kiel
10.13347 54.3045 44 5 5 Oldesloer Str. 1, 24143 Kiel
10.12522 54.30692 49 3 3 Alte Lübecker Chaussee 14, 24114 Kiel
10.18336 54.33211 45 11 11 Boksberg 7, 24149 Kiel
10.00478 54.35079 43 18 18 Rajensdorfer Weg 16, 24107 Quarnbek
10.07069 54.30869 40 10 10 Russeer Weg 88, 24111 Kiel
10.07947 54.36224 47 11 11 Usedomer Weg 25, 24107 Kiel
10.12878 54.32416 42 1 1 Muhliusstr. 84, 24103 Kiel
10.12885 54.38789 41 13 13 Königsberger Str. 7, 24161 Altenholz
10.12994 54.34076 47 4 4 Niebuhrstr. 24, 24118 Kiel
10.12034 54.30462 47 4 4 Dorotheenstr. 17, 24113 Kiel
10.16963 54.32328 48 8 8 Schönberger Str. 151, 24148 Kiel
10.12502 54.32457 40 2 2 Körnerstr. 18, 24103 Kiel
10.1346 54.36518 47 9 9 Am Kiel-Kanal 44, 24106 Kiel
10.07204 54.28163 40 11 11 Rammseer Weg 57, 24113 Molfsee
10.07817 54.2835 44 10 10 Im Wiesengrund 17, 24113 Molfsee
10.20047 54.33315 46 13 13 Alfons-Huysmans-Ring 69, 24149 Kiel
10.06126 54.30223 46 11 11 Johann-Heuck-Str. 36, 24111 Kiel
10.12668 54.38971 48 13 13 Königsberger Str. 57, 24161 Altenholz
10.15046 54.29722 42 7 7 Segeberger Landstr. 1, 24145 Kiel
10.13238 54.39999 47 14 14 Ohlandbogen 87, 24161 Altenholz
10.12837 54.40042 47 15 15 Rüschkamp 1, 24161 Altenholz
10.17499 54.42232 43 19 19 Möwenweg 3, 24159 Kiel
10.12644 54.33153 44 2 2 Gutenbergstr. 6, 24118 Kiel
10.1257 54.33939 47 5 5 Westring 410, 24118 Kiel
10.14591 54.33149 47 3 3 Schwanenweg 16, 24105 Kiel
10.06418 54.31426 44 10 10 Heitholmer Weg 27, 24109 Kiel
10.21034 54.3212 40 13 13 Spitzenkamp 36, 24149 Kiel
10.14969 54.31262 44 5 5 Kaiserstr. 31, 24143 Kiel
10.18379 54.29422 42 9 9 Bebelplatz 1, 24146 Kiel
10.13487 54.27839 42 8 8 Radewisch 31, 24145 Kiel
10.12173 54.40376 43 16 16 Klausdorfer Str. 99, 24161 Altenholz
10.14617 54.37317 40 13 13 Richterstr. 25, 24159 Kiel
10.11729 54.31798 45 3 3 Schützenwall 31, 24114 Kiel
10.18939 54.33538 44 11 11 Langer Rehm 10, 24149 Kiel
10.19682 54.28599 44 13 13 Schwalbensteg 1, 24146 Kiel
10.13432 54.34125 39 4 4 Esmarchstr. 57, 24105 Kiel
10.07384 54.35267 45 13 13 Winkelkoppel 3, 24107 Kiel
10.10078 54.34216 42 7 7 Eckernförder Str. 273, 24119 Kronshagen
10.09459 54.31677 42 6 6 Diekweg 61, 24114 Kiel
10.15928 54.31285 43 6 6 Ernestinenstr. 34, 24143 Kiel
10.13091 54.36923 40 12 12 Mählsweg 40, 24159 Kiel
10.17607 54.32661 46 9 9 Sohststr. 4, 24148 Kiel
10.19334 54.28854 46 11 11 Isarweg 1, 24146 Kiel
10.12705 54.32331 48 2 2 Knooper Weg 12, 24103 Kiel
10.13103 54.33628 43 3 3 Knooper Weg 157, 24118 Kiel
10.14327 54.30993 46 5 5 Kirchenweg 1, 24143 Kiel
9.98689 54.32833 40 14 14 Am Gut 1, 24107 Quarnbek
10.10876 54.358 40 9 9 Bünsowstr. 3, 24106 Kiel
10.0943 54.33136 42 6 6 Hufenkamp 27, 24119 Kronshagen
10.17649 54.3277 44 10 10 Wischhofstr. 14, 24148 Kiel
10.07708 54.31956 44 7 7 Hofholzallee 110, 24109 Kiel
10.14425 54.31502 44 7 7 Augustenstr. 15, 24143 Kiel
10.10396 54.30924 41 6 6 Saarbrückenstr. 148, 24113 Kiel
10.13283 54.33893 43 3 3 Im Brauereiviertel 7, 24118 Kiel
10.09216 54.34141 47 7 7 Kopperpahler Allee 120, 24119 Kronshagen
10.07782 54.33023 40 8 8 Domänenweg 18, 24119 Kronshagen
10.10386 54.35056 44 8 8 Mangoldtstr. 35, 24106 Kiel
10.08786 54.31969 47 7 7 Hofholzallee 28, 24109 Kiel
10.12984 54.33508 44 3 3 Knooper Weg 141, 24118 Kiel
10.21553 54.32091 45 13 13 Oppendorfer Weg 62, 24149 Kiel
10.12189 54.32219 45 2 2 Hermann-Weigmann-Str. 2, 24103 Kiel
10.18439 54.28936 47 10 10 Ziegelei-Weg 3, 24146 Kiel
10.15088 54.3361 47 3 3 Karolinenweg 1, 24105 Kiel
10.13748 54.34281 44 5 5 Blücherplatz 5, 24105 Kiel
10.17454 54.41843 42 18 18 Funkstellenweg 11, 24159 Kiel
10.16443 54.31702 46 7 7 Prinzenstr. 20, 24148 Kiel
10.18864 54.34131 45 12 12 Langer Rehm 95, 24149 Kiel
10.13146 54.31919 42 1 1 Ziegelteich 13, 24103 Kiel
10.05267 54.3026 46 9 9 Rendsburger Landstr. 476, 24111 Kiel
10.12633 54.31482 44 2 2 Königsweg 43, 24114 Kiel
10.14615 54.26577 40 10 10 Steindamm 108, 24145 Kiel
10.13685 54.30608 42 5 5 Zum Brook 4, 24143 Kiel
10.17906 54.32636 45 10 10 Wischhofstr. 37, 24148 Kiel
10.07472 54.33945 48 10 10 Hans-Christian-Andersen-Weg 25, 24119 Kronshagen
10.14732 54.31095 46 5 5 Medusastr. 2, 24143 Kiel
10.17755 54.41354 40 19 19 Rudergang 30, 24159 Kiel
10.13338 54.33516 45 3 3 Holtenauer Str. 100, 24105 Kiel
10.0564 54.30036 44 10 10 Jägerhorst 1, 24111 Kiel
10.13744 54.30082 43 5 5 Diedrichstr. 5, 24143 Kiel
10.15684 54.39101 41 16 16 Buschblick 4, 24159 Kiel
10.03816 54.33804 42 15 15 Clemensstücken 10, 24107 Ottendorf
10.11038 54.30361 40 5 5 Schleswiger Str. 37, 24113 Kiel
10.0718 54.33753 41 9 9 Habichtsweg 41, 24119 Kronshagen
10.10188 54.3108 47 7 7 Ottweilerstr. 3, 24114 Kiel
10.1142 54.3144 46 4 4 Stadtfeldkamp 23, 24114 Kiel
10.1065 54.32378 48 4 4 Langenbeckstr. 65, 24116 Kiel
10.12229 54.35988 48 8 8 Flensburger Str. 82, 24106 Kiel
9.9687 54.32226 41 15 15 Am Ringkanal 1, 24107 Quarnbek
10.07073 54.26536 46 12 12 Kolberg 5, 24113 Molfsee
10.02081 54.31445 43 11 11 Birkenweg 43, 24109 Melsdorf
10.15633 54.40381 44 16 16 Dorf 8, 24159 Kiel
10.10836 54.32125 46 4 4 Robert-Koch-Str. 1, 24116 Kiel
10.11307 54.28068 47 10 10 Oleanderplatz 1, 24145 Kiel
10.13138 54.31604 46 2 2 Sophienblatt 30, 24103 Kiel
10.10336 54.34699 47 7 7 Johann-Fleck-Str. 21, 24106 Kiel
10.20882 54.32561 43 12 12 Oppendorfer Weg 15, 24149 Kiel
10.06237 54.26136 48 13 13 Lütten Born 3, 24113 Molfsee
10.0986 54.37642 42 15 15 Knooper Dorfstr. 1, 24161 Altenholz
9.97333 54.32507 45 15 15 Lerchenkamp 1, 24107 Quarnbek
10.11678 54.30497 46 5 5 Hamburger Chaussee 72, 24113 Kiel
10.12225 54.3934 40 14 14 Kronsberg 5, 24161 Altenholz
10.13604 54.35334 47 6 6 Feldstr. 234, 24106 Kiel
10.14001 54.28082 42 8 8 Hopfenlandsberg 11, 24145 Kiel
10.12076 54.32249 47 3 3 Hasseldieksdammer Weg 2, 24116 Kiel
10.13176 54.35288 44 6 6 Holtenauer Str. 273, 24106 Kiel
10.12278 54.39683 41 14 14 Klintenberg 54, 24161 Altenholz
10.12533 54.31064 47 2 2 Königsweg 93, 24114 Kiel
10.19953 54.3368 41 12 12 Masurenring 10, 24149 Kiel
10.12878 54.32277 46 1 1 Dammstr. 46, 24103 Kiel
10.06518 54.30599 47 12 12 Lämmerstücken 24, 24111 Kiel
10.11686 54.33915 44 5 5 Grasweg 43, 24118 Kiel
10.10011 54.30893 49 6 6 Saarbrückenstr. 172, 24113 Kiel
10.10164 54.31262 44 6 6 Mühlendamm 11, 24113 Kiel
10.12335 54.39671 42 14 14 Klintenberg 46, 24161 Altenholz
10.20091 54.28113 42 13 13 Partenkirchener Str. 2, 24146 Kiel
10.08347 54.33404 44 7 7 Haßknöll 9, 24119 Kronshagen
10.09136 54.35769 44 9 9 Schneiderkamp 44, 24107 Kiel
10.11462 54.32574 39 3 3 Westring 257, 24116 Kiel
10.16055 54.31324 47 7 7 Ostring 232, 24148 Kiel
10.08783 54.35804 43 9 9 Ebereschenweg 1, 24107 Kiel
10.123 54.31604 47 2 2 Von-der-Tann-Str. 24, 24114 Kiel
10.14398 54.27377 43 8 8 Steindamm 50, 24145 Kiel
10.17689 54.39142 46 16 16 Christianspries 12, 24159 Kiel
10.07141 54.26518 42 12 12 Kolberg 8, 24113 Molfsee
10.13963 54.33436 39 3 3 Lornsenstr. 21, 24105 Kiel
10.07947 54.36224 42 11 11 Usedomer Weg 25, 24107 Kiel
10.13511 54.32011 44 0 0 Andreas-Gayk-Str. 19, 24103 Kiel
9.97274 54.32407 47 15 15 Immenkamp 1, 24107 Quarnbek
10.05623 54.33253 41 12 12 Spitzbergenweg 81, 24109 Kiel
10.14715 54.31445 42 6 6 Augustenstr. 31, 24143 Kiel
10.13668 54.32624 41 1 1 Lorentzendamm 20, 24103 Kiel
10.12352 54.32496 43 3 3 Sternstr. 5, 24103 Kiel
10.14886 54.33466 48 3 3 Reventlouallee 3, 24105 Kiel
10.12016 54.31509 46 4 4 Hasselmannstr. 12, 24114 Kiel
10.14278 54.32259 40 0 0 Wall 56, 24103 Kiel
10.10123 54.34902 44 8 8 Jacobystr. 6, 24106 Kiel
10.08576 54.3073 47 12 12 Spreeallee 288, 24111 Kiel
10.14446 54.31659 43 4 4 Werftstr. 140, 24143 Kiel
10.06664 54.31626 42 9 9 Russeer Weg 134, 24109 Kiel
10.08493 54.37355 44 17 17 Achtstückenberg 6, 24161 Altenholz
10.16909 54.39902 40 16 16 Friedrichsorter Str. 33, 24159 Kiel
10.07581 54.33601 46 9 9 Suchsdorfer Weg 6, 24119 Kronshagen
10.13089 54.33831 44 3 3 Bremerstr. 14, 24118 Kiel
10.13705 54.32164 47 0 0 Berliner Platz 1, 24103 Kiel
10.0783 54.28755 48 12 12 Dorfstede 10, 24113 Molfsee
10.07524 54.36344 44 11 11 Rügenweg 16, 24107 Kiel
10.10661 54.29802 42 7 7 Heckenrosenweg 21, 24113 Kiel
10.11139 54.32112 44 5 5 Westring 200, 24116 Kiel
10.16054 54.39901 44 17 17 Wilhelm-Lobsien-Weg 6, 24159 Kiel
10.12809 54.39968 42 15 15 Rüschkamp 23, 24161 Altenholz
10.17558 54.29171 47 9 9 Im Dorfe 1, 24146 Kiel
10.06046 54.26046 47 13 13 Möwenstr. 15, 24113 Molfsee
10.17499 54.42232 44 19 19 Möwenweg 3, 24159 Kiel
10.06284 54.27374 41 13 13 Dorfstr. 35, 24113 Molfsee
10.07089 54.35517 47 11 11 Steinberg 117, 24107 Kiel
10.06749 54.31792 46 9 9 Im Waldwinkel 54, 24109 Kiel
10.16911 54.28142 41 11 11 Segeberger Landstr. 198, 24145 Kiel
10.05644 54.33995 39 10 10 An der Au 2, 24107 Ottendorf
10.13563 54.32047 46 0 0 Andreas-Gayk-Str. 16, 24103 Kiel
10.13557 54.33348 41 3 3 Gerhardstr. 18, 24105 Kiel
10.06992 54.28259 46 11 11 Mielkendorfer Weg 20, 24113 Molfsee
10.13038 54.2831 40 7 7 Grot Steenbusch 47, 24145 Kiel
10.07472 54.3201 40 8 8 Melsdorfer Str. 11, 24109 Kiel
10.14627 54.31024 43 4 4 Karlstal 33, 24143 Kiel
10.1624 54.39819 44 15 15 Hasenberg 11, 24159 Kiel
10.06964 54.36048 40 11 11 Nordseestr. 21, 24107 Kiel
10.04978 54.34032 39 11 11 Dorfstr. 41, 24107 Ottendorf
